player,player_id,position,team_name,player_game_count,assists,avg_depth_of_target,catch_rate,coverage_percent,coverage_snaps_per_reception,coverage_snaps_per_target,declined_penalties,dropped_ints,forced_incompletes,forced_incompletion_rate,franchise_id,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,interceptions,longest,missed_tackle_rate,missed_tackles,pass_break_ups,penalties,qb_rating_against,receptions,snap_counts_coverage,snap_counts_pass_play,stops,tackles,targets,touchdowns,yards,yards_after_catch,yards_per_coverage_snap,yards_per_reception
K.J. Britt,57727,LB,TB,14,5,4.9,76.5,86.8,12.2,9.3,0,0,1,2.9,30,41.1,44.6,21.6,57.9,56.2,51.8,0,32,16.7,5,1,2,109.6,26,330,380,5,20,34,1,277,165,0.9,10.7
Jalen Pitre,57737,S,HST,12,5,6.1,75.0,89.0,9.3,6.9,0,0,6,11.5,13,71.3,74.0,57.0,61.2,79.5,55.1,1,69,14.0,6,5,4,122.2,39,379,426,11,32,52,5,419,215,1.2,10.7
Terrel Bernard,57739,LB,BUF,13,13,6.5,68.3,88.3,9.4,6.5,0,0,1,1.7,4,36.8,47.6,58.8,53.0,67.2,61.2,2,66,17.9,10,1,1,99.2,41,409,463,10,33,60,4,458,283,1.2,11.2
Isaiah McDuffie,57754,LB,GB,17,12,4.3,84.1,91.6,6.7,5.7,0,1,3,4.8,12,45.8,56.0,84.5,66.0,66.5,61.9,0,32,12.7,7,3,0,130.3,53,372,406,12,36,63,5,562,368,1.6,10.6
Baylon Spector,57782,LB,BUF,8,5,4.7,81.5,94.1,7.6,6.2,0,0,0,0.0,4,29.5,29.7,81.2,58.8,43.0,40.6,0,26,18.5,5,0,1,116.0,22,174,185,3,17,27,1,240,146,1.4,10.9
Nate Landman,57788,LB,ATL,13,9,3.6,92.6,93.7,11.4,10.5,0,0,0,0.0,2,58.2,65.7,49.7,56.5,73.9,60.1,0,27,14.3,5,0,1,144.0,25,297,317,5,21,27,3,261,193,0.9,10.4
Ventrell Miller,57809,LB,JAX,15,5,5.2,78.1,94.8,8.7,6.8,0,1,2,6.3,15,45.4,52.0,44.9,54.8,63.4,38.8,0,32,20.6,7,2,2,100.0,25,237,250,8,22,32,0,256,143,1.2,10.2
James Houston,57810,ED,CLV,11,0,,,4.8,,,1,0,0,,8,64.2,46.0,11.0,56.4,44.1,29.9,0,,66.7,2,0,2,0.0,0,5,104,1,1,0,0,0,0,0.0,
Mykal Walker,57834,LB,WAS,8,3,4.3,100.0,85.7,4.3,4.3,0,0,0,0.0,32,33.0,40.6,73.7,54.8,53.5,63.0,0,29,0.0,0,0,0,118.8,4,18,21,1,1,4,0,62,45,3.6,15.5
Monty Rice,57839,LB,NE,1,0,,,100.0,,,0,0,0,,19,61.5,48.7,68.2,,59.7,,0,,,0,0,0,0.0,0,2,2,0,0,0,0,0,0,0.0,
Robert Beal Jr.,57840,ED,SF,14,0,,,6.6,,,0,0,0,,28,61.6,55.3,85.5,52.4,56.0,55.1,0,,,0,0,0,0.0,0,4,61,0,0,0,0,0,0,0.0,
Del'Shawn Phillips,57868,LB,HST,3,0,4.3,100.0,71.4,3.3,3.3,0,0,0,0.0,13,56.7,71.4,96.7,53.3,83.6,53.1,0,16,33.3,1,0,0,112.5,3,10,14,0,2,3,0,33,20,3.3,11.0
Jake Hummel,57879,LB,LA,5,1,3.0,75.0,86.0,12.3,9.3,0,0,0,0.0,26,65.2,77.0,77.2,61.5,81.5,53.3,0,25,20.0,1,0,0,105.2,3,37,43,1,3,4,0,39,33,1.1,13.0
Isaac Ukwu,57888,ED,DET,2,1,,,2.1,,,0,0,0,,11,67.7,59.6,82.6,53.5,57.9,72.6,0,,0.0,0,0,0,0.0,0,1,48,0,0,0,0,0,0,0.0,
Jamin Davis,57905,ED,NYJ,8,0,4.5,100.0,19.3,2.8,2.8,0,0,0,0.0,22,36.8,51.1,27.8,58.0,62.5,55.3,0,11,20.0,1,0,1,96.9,4,11,57,2,4,4,0,29,11,2.6,7.3
Josh Paschal,57908,ED,DET,14,1,1.0,100.0,3.6,7.0,7.0,0,0,0,0.0,11,64.7,54.5,79.8,48.0,62.5,38.4,0,8,33.3,2,0,1,89.6,2,14,384,4,3,2,0,11,9,0.8,5.5
Patrick Queen,57941,LB,PIT,17,8,5.4,83.3,89.2,8.8,7.3,1,2,6,7.7,25,53.9,58.6,68.2,82.8,56.8,57.5,0,49,9.4,6,5,2,105.0,65,612,686,18,50,78,0,718,419,1.3,11.0
K'Lavon Chaisson,57945,ED,LV,15,0,3.4,100.0,11.5,5.4,5.4,3,1,0,0.0,23,43.5,63.0,52.1,74.7,59.5,29.8,1,47,38.5,5,0,7,75.9,7,40,349,10,8,7,0,82,58,2.2,11.7
J.J. Russell,57958,LB,TB,12,3,6.4,81.3,88.4,11.7,9.5,0,1,1,6.3,30,59.0,67.0,81.8,54.7,79.7,72.9,0,46,6.3,1,1,1,144.0,13,160,181,4,12,16,2,145,80,1.0,11.2
