"POS_RANK,NAME,POS,NUMBER,OFF_GRADE,PASS_GRADE,RUN_GRADE,RECV_GRADE,PBLK_GRADE,RBLK_GRADE,OFF_SNAPS,PASS_SNAPS,RUN_SNAPS,RECV_SNAPS,PBLK_SNAPS,RBLK_SNAPS,AGE,RS,HEIGHT,WEIGHT,SP,COLLEGE,YEAR,R#,D#"
"4th of 74,Mark Andrews,TE,89,83.1,-,86.6,84.6,58.7,54.7,769,-,9,432,28,300,29.9,A,6"
"-,Darrian Dalcourt,C,76,-,-,-,-,-,-,-,-,-,-,-,-,0.0,A,6"
"-,Nick Samac,C,61,-,-,-,-,-,-,-,-,-,-,-,-,0.0,A,6"
"3rd of 40,Tyler Linderbaum,C,64,79.9,-,-,-,64.9,85.3,1227,-,-,-,638,589,25.3,A,6"
"-,Corey Bullock,G,67,-,-,-,-,-,-,-,-,-,-,-,-,0.0,A,6"
"-,Andrew Vorhees,G,72,57.2,-,-,-,63.8,56.1,268,-,-,-,135,133,26.5,A,6"
"-,Garrett Dellinger,G,74,-,-,-,-,-,-,-,-,-,-,-,-,23.5,A,6"
"-,Ben Cleveland,G,66,56.9,-,-,-,45.6,58.4,52,-,-,-,18,34,26.9,A,6"
"45th of 77,Daniel Faalele,G,77,61.8,-,-,-,63.5,59.8,1240,-,-,-,638,602,25.7,A,6"
"-,Jared Penning,T,63,-,-,-,-,-,-,-,-,-,-,-,-,0.0,A,6"
"-,Reid Holskay,T,56,-,-,-,-,-,-,-,-,-,-,-,-,0.0,A,6"
"-,Gerard Christian-Lichtenhan,T,78,-,-,-,-,-,-,-,-,-,-,-,-,23.7,A,0"
"-,Joe Noteboom,T,68,60.0,-,-,-,46.9,70.6,220,-,-,-,152,68,30.1,A,6"
"-,Carson Vinson,T,71,-,-,-,-,-,-,-,-,-,-,-,-,23.7,A,6"
"-,Emery Jones Jr.,T,61,-,-,-,-,-,-,-,-,-,-,-,-,21.4,ANFI,6"
"46th of 81,Roger Rosengarten,T,70,68.0,-,-,-,69.2,60.4,1066,-,-,-,548,518,23.2,A,6"
"37th of 81,Ronnie Stanley,T,79,71.1,-,-,-,80.9,62.7,1221,-,-,-,634,587,31.4,A,6"
"-,Thomas Graham Jr.,CB,34,-,-,-,-,-,-,-,-,-,-,-,-,26.1,A,5"
"-,M.J. Devonshire,CB,36,-,-,-,-,-,-,-,-,-,-,-,-,24.9,A,5"
"-,Keyon Martin,CB,38,-,-,-,-,-,-,-,-,-,-,-,-,0.0,A,5"
"-,Marquise Robinson,CB,28,-,-,-,-,-,-,-,-,-,-,-,-,0.0,A,6"
"-,Reuben Lowery III,CB,30,-,-,-,-,-,-,-,-,-,-,-,-,0.0,A,5"
"10th of 116,Jaite Alexander,CB,23,77.3,57.8,-,80.7,361,129,-,232,28.5,A,5"
"-,Robert Longenbaum,CB,37,-,-,-,-,-,-,-,-,-,-,-,-,0.0,IR,5"
"-,Bilhal Kone,CB,31,-,-,-,-,-,-,-,-,-,-,-,-,0.0,IR,6"
"59th of 116,Chidobe Awuzie,CB,3,64.4,60.4,-,58.4,373,179,-,194,30.2,A,6"
"-,T.J. Tampa,CB,27,47.4,44.9,-,55.3,18,11,-,7,23.4,A,6"
"25th of 116,Nate Wiggins,CB,2,72.6,64.5,76.1,69.0,769,213,2,554,22.4,A,6"
"-,Jalyn Armour-Davis,CB,5,58.6,65.4,-,57.2,94,31,-,63,25.9,A,6"
"7th of 116,Marlon Humphrey,CB,44,79.0,70.4,68.9,81.0,1000,319,41,640,29.1,A,6"
"-,Keondre Jackson,S,39,-,-,-,-,-,-,-,-,-,-,-,-,0.0,A,6"
"-,Desmond Igbinosun,S,41,-,-,-,-,-,-,-,-,-,-,-,-,0.0,A,6"
"8th of 98,Ar"
"-,Malaki Starks,S,24,-,-,-,-,-,-,-,-,-,-,-,-,21.7,A,6"
"-,Beau Brade,S,25,59.2,64.9,-,54.5,11,7,-,4,23.5,A,6"
"-,Sanoussi Kane,S,21,71.2,68.3,-,64.6,22,14,-,8,0.0,A,6"
"2nd of 98,Kyle Hamilton,S,14,90.0,89.2,88.1,88.4,1150,380,46,724,24.4,A,6"
"-,Chandler Martin,LB,48,-,-,-,-,-,-,-,-,-,-,-,-,0.0,A,6"
"-,Jay Higgins,LB,49,-,-,-,-,-,-,-,-,-,-,-,-,23.5,A,6"
"60th of 84,Trenton Simpson,LB,32,58.7,63.2,60.6,55.3,654,253,47,354,24.1,A,6"
"-,Teddye Buchanan,LB,40,-,-,-,-,-,-,-,-,-,-,-,-,0.0,A,6"
