"POS_RANK,NAME,POS,NUMBER,OFF_GRADE,PASS_GRADE,RUN_GRADE,RECV_GRADE,PBLK_GRADE,RBLK_GRADE,OFF_SNAPS,PASS_SNAPS,RUN_SNAPS,RECV_SNAPS,PBLK_SNAPS,RBLK_SNAPS,AGE,RS,HEIGHT,WEIGHT,SP,COLLEGE,YEAR,R#,D#"
"2nd of 81,Rashawn Slater,T,70,90.9,-,-,-,89.9,82.3,959,-,-,-,586,373,26.4,IR,6'4"
"-,Jordan Oladokun,CB,00,-,-,-,-,-,-,-,-,-,-,-,-,0.0,IR,6'0"
"-,Harrison Hand,CB,37,-,-,-,-,-,-,-,-,-,-,-,-,26.7,A,6'0"
"-,Nehemiah Shelton,CB,41,-,-,-,-,-,-,-,-,-,-,-,-,0.0,A,6'2"
"-,Nikko Reed,CB,46,-,-,-,-,-,-,-,-,-,-,-,-,0.0,A,5'10"
"-,Eric Rogers,CB,39,-,-,-,-,-,-,-,-,-,-,-,-,0.0,A,6'2"
"-,Myles Purchase,CB,49,-,-,-,-,-,-,-,-,-,-,-,-,0.0,A,5'11"
"85th of 116,Cam Hart,CB,20,58.6,65.9,75.3,58.1,502,143,1,358,24.7,A,6'2"
"19th of 116,Tarheeb Still,CB,29,75.5,69.1,66.4,74.8,826,284,6,536,23.2,A,6'1"
"112th of 116,Benjamin St-Juste,CB,24,47.7,57.7,-,46.5,859,366,-,493,27.9,A,6'3"
"110th of 116,Donte Jackson,CB,26,49.5,74.5,-,45.1,832,301,-,531,29.7,A,5'10"
"-,Deane Leonard,CB,33,72.8,43.3,-,76.4,88,26,-,62,0.0,A,6'0"
"90th of 116,Ja'Sir Taylor,CB,36,56.7,62.9,48.1,57.7,353,69,13,271,26.6,A,5'10"
"17th of 98,Elijah Molden,S,2,74.6,71.5,55.2,74.1,761,259,2,500,26.5,A,5'10"
"-,Jaylen Jones,S,35,-,-,-,-,-,-,-,-,-,-,-,-,0.0,A,6'1"
"-,R.J. Mickens,S,27,-,-,-,-,-,-,-,-,-,-,-,-,0.0,A,6'0"
"-,Trikweze Bridges,S,31,-,-,-,-,-,-,-,-,-,-,-,-,0.0,A,6'2"
"-,Tony Jefferson,S,23,89.9,74.2,99.9,71.2,261,113,1,147,33.5,A,5'11"
"51st of 98,Alohi Gilman,S,32,64.3,66.5,61.7,64.5,731,251,2,478,27.9,A,5'10"
"-,Emany Johnson,S,38,-,-,-,-,-,-,-,-,-,-,-,-,0.0,A,6'2"
"-,Kendall Williamson,S,40,36.2,60.0,-,42.8,19,2,-,17,0.0,A,6'0"
"9th of 98,Derwin James Jr.,S,3,80.8,87.9,75.2,76.3,1059,385,79,595,29.0,A,6'2"
"-,Kana'i Mauga,LB,56,-,-,-,-,-,-,-,-,-,-,-,-,0.0,A,6'2"
"26th of 84,Daiyan Henley,LB,0,69.5,65.0,56.2,71.3,1071,394,66,611,25.7,A,6'2"
