player,team,games,position,recTarg,recRec,recRec40s,recYds,recYds100Games,recTds,recTd40s,recDrops,catch,depth,ypt,ypr,rac,rzRecTarg,rzRecRec,rzRecTds,rzRecTargPct,rzRecRecPct,rzRecTdPct,ezRecTarg,ezRecTds,ezRecTargPct,ezRecRecPct,ezRecTdPct,rushCarries,rush40s,rushYds,rushYds100Games,rushTds,rushTd40s,ypc,yac,rushTa,tat,fumbles,rzRushCarries,rzRushTds,rzRushPct,rzRushTdPct,i5RushCarries,i5RushTds,i5RushPct,i5RushTdPct,patConversions,patAttempts,fantasyPts,ptsPerSnap,ptsPerTouch
Tyler Conklin,NYJ,17,TE,83,61,0,621,0,0,0,1,73.5,7.65,7.48,10.18,4.11,14,7,0,16.9,11.5,0,4,0,4.8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123.1,0.16,1.99
Josh Oliver,MIN,17,TE,26,22,0,213,0,2,0,1,84.6,2.88,8.19,9.68,7.27,6,4,2,23.1,18.2,100,3,2,11.5,9.1,100,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,55.3,0.12,2.51
Foster Moreau,NO,15,TE,25,21,0,193,0,1,0,1,84,4.68,7.72,9.19,4.81,4,3,1,16,14.3,100,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.3,0.08,2.2
Tyree Jackson,NYG,2,TE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Hunter Kampmoyer,LAC,1,TE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Noah Fant,SEA,17,TE,42,32,1,414,0,0,0,2,76.2,7.5,9.86,12.94,5.69,3,2,0,7.1,6.3,0,1,0,2.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73.4,0.13,2.29
Luke Farrell,JAX,17,TE,15,13,1,155,0,0,0,0,86.7,4.8,10.33,11.92,7.46,3,2,0,20,15.4,0,1,0,6.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.5,0.07,2.19
John Bates,WAS,17,TE,27,19,0,151,0,0,0,3,70.4,6.7,5.59,7.95,3.37,4,2,0,14.8,10.5,0,2,0,7.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.1,0.07,1.79
Sean McKeon,DAL,9,TE,2,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Charlie Woerner,SF,17,TE,3,3,0,32,0,0,0,0,100,3.33,10.67,10.67,7.33,1,1,0,33.3,33.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.2,0.02,2.07
Kenny Yeboah,NYJ,5,TE,4,2,0,28,0,0,0,0,50,4.25,7,14,10.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.8,0.04,2.4
Ian Thomas,CAR,12,TE,9,5,0,56,0,0,0,0,55.6,9.11,6.22,11.2,6.8,1,0,0,11.1,0,0,1,0,11.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.6,0.05,2.12
Trevon Wesco,TEN,15,TE,2,1,0,21,0,0,0,1,50,6,10.5,21,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.1,0.01,3.1
Albert Okwuegbunam,PHI,4,TE,1,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
T.J. Hockenson,MIN,15,TE,124,95,0,960,1,5,0,5,76.6,7.65,7.74,10.11,3.6,28,20,5,22.6,21.1,100,5,2,4,2.1,40,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,221,0.28,2.33
Kylen Granson,IND,15,TE,47,30,2,368,0,1,0,3,63.8,8.38,7.83,12.27,4.43,9,6,1,19.1,20,100,0,0,0,0,0,1,0,2,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,73,0.15,2.35
Stephen Sullivan,CAR,11,TE,24,12,0,125,0,0,0,1,50,10.75,5.21,10.42,0.67,1,0,0,4.2,0,0,1,0,4.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.5,0.14,2.04
Zach Gentry,LV,1,TE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Dawson Knox,BUF,12,TE,35,22,0,186,0,2,0,3,62.9,7.09,5.31,8.45,4.41,10,4,2,28.6,18.2,100,3,1,8.6,4.5,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,52.6,0.11,2.39
David Wells,TB,5,TE,2,2,0,-10,0,0,0,0,100,0,-5,-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.02,0.5
Kevin Rader,TEN,14,TE,3,1,0,6,0,0,0,1,33.3,8,2,6,4,2,1,0,66.7,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6,0.01,1.6
Will Dissly,SEA,16,TE,19,17,0,172,0,1,0,1,89.5,3.05,9.05,10.12,7.53,4,3,1,21.1,17.6,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.2,0.11,2.36
Harrison Bryant,CLV,17,TE,20,13,0,81,0,3,0,1,65,6.2,4.05,6.23,2.77,6,4,3,30,30.8,100,3,2,15,15.4,66.7,5,0,8,0,0,0,1.6,0.8,0,0,1,0,0,0,0,0,0,0,0,0,0,39.9,0.1,2.22
Ross Dwelley,SF,12,TE,1,1,0,12,0,0,0,0,100,0,12,12,12,1,1,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2,0.03,2.2
Giovanni Ricci,CAR,3,TE,1,1,0,2,0,0,0,0,100,-1,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2,0.1,1.2
Pharaoh Brown,NE,17,TE,15,13,1,208,0,1,1,0,86.7,6.87,13.87,16,9.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,39.8,0.1,3.06
Johnny Mundt,MIN,17,TE,23,17,0,172,0,1,0,1,73.9,5.39,7.48,10.12,5.59,5,3,1,21.7,17.6,100,1,0,4.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.2,0.18,2.36
Robert Tonyan,CHI,17,TE,17,11,0,112,0,0,0,1,64.7,9.41,6.59,10.18,5.45,5,2,0,29.4,18.2,0,1,0,5.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.2,0.07,2.02
Mo Alie-Cox,IND,17,TE,21,13,0,161,0,3,0,2,61.9,10.29,7.67,12.38,6.08,7,5,3,33.3,38.5,100,2,1,9.5,7.7,33.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,47.1,0.11,3.62
Jonnu Smith,ATL,17,TE,69,50,2,582,1,3,1,5,72.5,6.16,8.43,11.64,7.32,12,8,2,17.4,16,66.7,3,1,4.3,2,33.3,1,0,0,0,0,0,0,1,0,0,1,1,0,100,0,1,0,100,0,0,0,126.2,0.19,2.47
Gerald Everett,LAC,15,TE,70,51,0,411,0,3,0,2,72.9,4.17,5.87,8.06,5.43,12,8,3,17.1,15.7,100,4,2,5.7,3.9,66.7,3,0,10,0,0,0,3.33,1.67,0,0,3,0,0,0,0,0,0,0,0,0,0,111.1,0.19,2.06
Evan Engram,JAX,17,TE,140,114,0,963,0,4,0,6,81.4,4.97,6.88,8.45,4.63,16,8,3,11.4,7,75,5,3,3.6,2.6,75,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,234.3,0.26,2.06
Stephen Anderson,LAC,2,TE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Tyler Higbee,LA,15,TE,66,47,0,495,0,2,0,4,71.2,6.08,7.5,10.53,5.28,8,5,2,12.1,10.6,100,1,1,1.5,2.1,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108.5,0.13,2.31
Nick Vannett,LAC,8,TE,1,1,0,3,0,0,0,0,100,2,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3,0.01,1.3
Austin Hooper,LV,17,TE,31,25,0,234,0,0,0,1,80.6,4.23,7.55,9.36,5.56,5,5,0,16.1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,48.4,0.09,1.94
Chris Manhertz,DEN,16,TE,3,2,0,16,0,0,0,0,66.7,6,5.33,8,5.5,1,0,0,33.3,0,0,1,0,33.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.6,0.01,1.8
Darren Waller,NYG,12,TE,72,52,0,552,0,1,0,1,72.2,7.88,7.67,10.62,4.17,6,3,1,8.3,5.8,100,2,1,2.8,1.9,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113.2,0.2,2.18
MyCole Pruitt,ATL,17,TE,11,9,0,110,0,1,0,0,81.8,7.45,10,12.22,5.78,3,1,1,27.3,11.1,100,3,1,27.3,11.1,100,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,26,0.06,2.89
Travis Kelce,KC,15,TE,117,93,2,984,2,5,0,6,79.5,6.93,8.41,10.58,4.96,25,17,5,21.4,18.3,100,7,2,6,2.2,40,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,221.4,0.29,2.38
Marcedes Lewis,CHI,17,TE,5,4,0,29,0,1,0,0,80,3,5.8,7.25,7,2,2,1,40,50,100,1,1,20,25,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.9,0.04,3.23
