player,team,games,position,recTarg,recRec,recRec40s,recYds,recYds100Games,recTds,recTd40s,recDrops,catch,depth,ypt,ypr,rac,rzRecTarg,rzRecRec,rzRecTds,rzRecTargPct,rzRecRecPct,rzRecTdPct,ezRecTarg,ezRecTds,ezRecTargPct,ezRecRecPct,ezRecTdPct,rushCarries,rush40s,rushYds,rushYds100Games,rushTds,rushTd40s,ypc,yac,rushTa,tat,fumbles,rzRushCarries,rzRushTds,rzRushPct,rzRushTdPct,i5RushCarries,i5RushTds,i5RushPct,i5RushTdPct,patConversions,patAttempts,fantasyPts,ptsPerSnap,ptsPerTouch
Michael Carter,ARZ,15,RB,31,24,0,101,0,1,0,2,77.4,0.68,3.26,4.21,3.71,3,2,1,9.7,8.3,100,0,0,0,0,0,30,0,187,0,0,0,6.23,2.93,6,0.2,0,5,0,16.7,0,1,0,3.3,0,0,0,58.8,0.26,1.09
Anthony McFarland Jr.,PIT,2,RB,2,2,0,11,0,0,0,0,100,1,5.5,5.5,4.5,2,2,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.1,0.52,1.55
Clyde Edwards-Helaire,KC,15,RB,22,17,1,188,0,1,0,1,77.3,-2.05,8.55,11.06,13.53,5,3,1,22.7,17.6,100,1,1,4.5,5.9,100,70,0,223,0,1,0,3.19,2.3,11,0.16,0,7,1,10,100,2,1,2.9,100,0,0,70.1,0.31,0.81
Elijah Mitchell,SF,11,RB,8,6,0,14,0,0,0,1,75,-2.38,1.75,2.33,4.67,1,0,0,12.5,0,0,0,0,0,0,0,75,0,281,0,2,0,3.75,3,18,0.24,0,16,2,21.3,100,9,2,12,100,0,0,47.5,0.3,0.59
D'Andre Swift,PHI,16,RB,47,39,0,214,0,1,0,1,83,0.36,4.55,5.49,7.1,5,4,1,10.6,10.3,100,0,0,0,0,0,229,1,1049,2,5,0,4.58,2.42,43,0.19,3,38,5,16.6,100,14,4,6.1,80,0,0,201.3,0.32,0.75
Jordan Mims,NO,1,RB,2,0,0,0,0,0,0,0,0,5.5,0,0,0,1,0,0,50,0,0,1,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Ronnie Rivers,LA,7,RB,5,5,0,22,0,0,0,0,100,-4,4.4,4.4,8.4,0,0,0,0,0,0,0,0,0,0,0,32,0,129,0,0,0,4.03,2.38,5,0.16,0,0,0,0,0,0,0,0,0,0,0,20.1,0.22,0.54
Cam Akers,MIN,7,RB,12,11,0,70,0,0,0,0,91.7,-1.17,5.83,6.36,7.18,1,1,0,8.3,9.1,0,0,0,0,0,0,60,0,167,0,2,0,2.78,2.35,9,0.15,0,7,2,11.7,100,2,1,3.3,50,0,0,46.7,0.34,0.66
Malik Davis,DAL,0,RB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Deon Jackson,NYG,2,RB,6,5,0,14,0,0,0,1,83.3,-1.33,2.33,2.8,4.4,0,0,0,0,0,0,0,0,0,0,0,14,0,16,0,0,0,1.14,1.57,0,0,2,4,0,28.6,0,1,0,7.1,0,0,0,8,0.15,0.42
Travis Etienne Jr.,JAX,17,RB,67,58,1,476,0,1,1,5,86.6,-0.88,7.1,8.21,9.33,2,1,0,3,1.7,0,0,0,0,0,0,267,1,1008,2,11,1,3.78,2.87,64,0.24,0,39,7,14.6,63.6,11,5,4.1,45.5,2,2,278.4,0.33,0.86
AJ Dillon,GB,15,RB,27,22,0,223,0,0,0,1,81.5,-0.37,8.26,10.14,10.77,1,1,0,3.7,4.5,0,0,0,0,0,0,178,1,613,0,2,0,3.44,2.69,21,0.12,0,36,2,20.2,100,10,2,5.6,100,0,0,117.6,0.24,0.59
Gary Brightwell,NYG,4,RB,6,5,0,47,0,0,0,1,83.3,-1.17,7.83,9.4,11,0,0,0,0,0,0,0,0,0,0,0,9,0,19,0,0,0,2.11,2.11,1,0.11,0,0,0,0,0,0,0,0,0,0,0,11.6,0.28,0.83
Najee Harris,PIT,17,RB,34,29,0,170,0,0,0,2,85.3,0.24,5,5.86,6.1,3,3,0,8.8,10.3,0,0,0,0,0,0,255,0,1035,2,8,0,4.06,3.06,52,0.2,2,44,8,17.3,100,11,5,4.3,62.5,0,1,197.5,0.35,0.7
Brian Robinson,WAS,15,RB,40,36,2,367,1,4,1,3,90,-1.18,9.18,10.19,11.44,4,4,2,10,11.1,50,2,2,5,5.6,50,178,0,733,0,5,0,4.12,2.93,37,0.21,4,27,5,15.2,100,8,2,4.5,40,1,1,200,0.4,0.93
Reed Blankenship,PHI,2,RB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
DeeJay Dallas,SEA,11,RB,7,6,0,26,0,0,0,0,85.7,-0.14,3.71,4.33,4.83,0,0,0,0,0,0,0,0,0,0,0,10,0,36,0,0,0,3.6,1.8,1,0.1,0,2,0,20,0,0,0,0,0,0,0,12.2,0.13,0.76
Minkah Fitzpatrick,PIT,3,RB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Godwin Igwebuike,PIT,2,RB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Gus Edwards,BLT,17,RB,12,12,1,180,0,0,0,0,100,2.58,15,15,12.42,0,0,0,0,0,0,0,0,0,0,0,198,1,810,0,13,0,4.09,2.71,25,0.13,3,39,13,19.7,100,23,12,11.6,92.3,1,1,189,0.4,0.9
Josh Jacobs,LV,13,RB,52,37,0,296,0,0,0,5,71.2,0.9,5.69,8,7.92,6,3,0,11.5,8.1,0,2,0,3.8,0,0,233,2,805,2,6,1,3.45,2.35,28,0.12,3,38,5,16.3,83.3,10,5,4.3,83.3,0,0,183.1,0.31,0.68
Qadree Ollison,PIT,1,RB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Devine Ozigbo,DET,2,RB,1,1,0,8,0,0,0,0,100,2,8,8,6,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,1.67,1.67,1,0.33,0,0,0,0,0,0,0,0,0,0,0,2.3,0.29,0.57
Ke'Shawn Vaughn,TB,5,RB,4,2,0,2,0,0,0,1,50,1.25,0.5,1,0.5,1,0,0,25,0,0,0,0,0,0,0,24,0,42,0,0,0,1.75,1.96,6,0.25,0,1,0,4.2,0,1,0,4.2,0,0,0,6.4,0.11,0.25
Justice Hill,BLT,16,RB,37,28,0,206,0,1,0,1,75.7,0.62,5.57,7.36,8.57,3,2,1,8.1,7.1,100,0,0,0,0,0,84,1,387,0,3,0,4.61,2.6,14,0.17,1,24,3,28.6,100,4,2,4.8,66.7,0,0,111.3,0.26,0.99
Travis Homer,CHI,3,RB,1,0,0,0,0,0,0,1,0,-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Chase Edmonds,TB,13,RB,16,14,0,81,0,0,0,1,87.5,-1.56,5.06,5.79,7.71,0,0,0,0,0,0,0,0,0,0,0,49,0,176,0,0,0,3.59,2.53,8,0.16,0,4,0,8.2,0,0,0,0,0,0,0,39.7,0.25,0.63
Jake Funk,IND,1,RB,1,1,0,12,0,0,0,0,100,0,12,12,12,0,0,0,0,0,0,0,0,0,0,0,2,0,10,0,0,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2,0.25,1.07
Alexander Mattison,MIN,16,RB,42,30,1,192,0,3,0,6,71.4,0.76,4.57,6.4,6.03,9,5,3,21.4,16.7,100,3,1,7.1,3.3,33.3,180,0,700,0,0,0,3.89,2.76,37,0.21,3,24,0,13.3,0,9,0,5,0,0,0,137.2,0.24,0.65
Saquon Barkley,NYG,14,RB,58,41,1,280,0,4,0,5,70.7,2.34,4.83,6.83,6.05,6,3,3,10.3,7.3,75,2,1,3.4,2.4,25,247,0,962,1,6,0,3.89,2.91,31,0.13,2,42,6,17,100,8,5,3.2,83.3,1,2,225.2,0.31,0.78
Nick Chubb,CLV,2,RB,4,4,0,21,0,0,0,0,100,0.25,5.25,5.25,5,0,0,0,0,0,0,0,0,0,0,0,28,0,170,1,0,0,6.07,4.04,7,0.25,0,3,0,10.7,0,0,0,0,0,0,0,23.1,0.43,0.72
Trayveon Williams,CIN,17,RB,8,7,0,10,0,0,0,0,87.5,-3.25,1.25,1.43,5.14,1,1,0,12.5,14.3,0,0,0,0,0,0,15,0,69,0,0,0,4.6,2.87,2,0.13,0,1,0,6.7,0,0,0,0,0,0,0,14.9,0.1,0.68
Ty Johnson,BUF,8,RB,7,7,0,62,0,1,0,0,100,0,8.86,8.86,8.86,2,2,0,28.6,28.6,0,0,0,0,0,0,30,0,132,0,0,0,4.4,3.2,6,0.2,1,5,0,16.7,0,0,0,0,0,0,0,32.4,0.36,0.88
Royce Freeman,LA,9,RB,1,1,0,13,0,0,0,0,100,-1,13,13,14,0,0,0,0,0,0,0,0,0,0,0,77,0,319,0,2,0,4.14,2.91,18,0.23,0,15,1,19.5,50,6,1,7.8,50,0,0,46.2,0.22,0.59
D'Ernest Johnson,JAX,17,RB,11,10,1,140,0,0,0,0,90.9,0.73,12.73,14,13.8,0,0,0,0,0,0,0,0,0,0,0,41,0,108,0,0,0,2.63,2.1,5,0.12,0,5,0,12.2,0,0,0,0,0,0,0,34.8,0.18,0.68
David Montgomery,DET,14,RB,22,16,0,117,0,0,0,2,72.7,-1.09,5.32,7.31,9.38,0,0,0,0,0,0,0,0,0,0,0,219,2,1015,3,13,2,4.63,3.05,48,0.22,2,53,11,24.2,84.6,19,9,8.7,69.2,1,1,207.2,0.46,0.88
Khalil Herbert,CHI,12,RB,26,20,0,134,0,1,0,0,76.9,1.54,5.15,6.7,6.7,4,2,1,15.4,10,100,3,1,11.5,5,100,132,0,611,3,2,0,4.63,3.03,33,0.25,1,15,2,11.4,100,1,1,0.8,50,1,1,112.5,0.32,0.74
Darrell Henderson,LA,4,RB,14,10,0,103,0,0,0,1,71.4,-0.5,7.36,10.3,13,3,2,0,21.4,20,0,0,0,0,0,0,46,0,112,0,2,0,2.43,2.13,1,0.02,0,5,2,10.9,100,3,2,6.5,100,0,0,43.5,0.35,0.78
Rico Dowdle,DAL,16,RB,21,17,0,144,0,2,0,2,81,-0.33,6.86,8.47,9.94,4,3,2,19,17.6,100,1,0,4.8,0,0,89,0,361,0,2,0,4.06,2.91,14,0.16,0,16,2,18,100,4,2,4.5,100,0,0,91.5,0.37,0.86
Darrynton Evans,MIA,6,RB,10,7,0,49,0,0,0,1,70,-1.7,4.9,7,9.57,1,1,0,10,14.3,0,0,0,0,0,0,32,0,121,0,1,0,3.78,2.06,3,0.09,0,5,1,15.6,100,1,0,3.1,0,0,0,30,0.32,0.77
Miles Sanders,CAR,16,RB,38,27,0,154,0,0,0,2,71.1,0.58,4.05,5.7,5.96,3,1,0,7.9,3.7,0,0,0,0,0,0,129,1,432,0,1,0,3.35,2.65,17,0.13,2,11,1,8.5,100,4,1,3.1,100,0,0,91.6,0.23,0.59
Kene Nwangwu,MIN,3,RB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,13,0,0,0,2.6,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3,0.1,0.26
Tony Jones Jr.,ARZ,7,RB,9,7,0,37,0,0,0,1,77.8,-1.11,4.11,5.29,6.29,2,1,0,22.2,14.3,0,0,0,0,0,0,26,0,95,0,2,0,3.65,1.85,3,0.12,0,5,2,19.2,100,2,2,7.7,100,0,0,32.2,0.24,0.98
Devin Singletary,HST,17,RB,37,30,1,193,0,0,0,1,81.1,-0.14,5.22,6.43,7.53,3,3,0,8.1,10,0,0,0,0,0,0,216,0,898,3,4,0,4.16,2.85,30,0.14,1,34,4,15.7,100,9,2,4.2,50,0,0,163.1,0.26,0.66
Patrick Taylor,GB,11,RB,17,11,0,49,0,0,0,0,64.7,-0.65,2.88,4.45,5.45,2,1,0,11.8,9.1,0,0,0,0,0,0,32,0,141,0,0,0,4.41,3.06,9,0.28,0,8,0,25,0,1,0,3.1,0,0,0,30,0.13,0.7
Zack Moss,IND,14,RB,35,27,0,192,0,2,0,5,77.1,0.29,5.49,7.11,6.96,7,4,2,20,14.8,100,0,0,0,0,0,183,2,793,2,5,1,4.33,2.81,35,0.19,0,40,4,21.9,80,11,3,6,60,1,2,167.5,0.32,0.8
Boston Scott,PHI,11,RB,6,4,0,52,0,0,0,1,66.7,4.83,8.67,13,10.75,0,0,0,0,0,0,0,0,0,0,0,20,0,86,0,0,0,4.3,2.3,6,0.3,0,2,0,10,0,1,0,5,0,0,0,17.8,0.26,0.74
Damien Harris,BUF,6,RB,2,2,0,16,0,0,0,0,100,0,8,8,8,0,0,0,0,0,0,0,0,0,0,0,23,0,94,0,1,0,4.09,2.7,2,0.09,0,6,1,26.1,100,3,1,13,100,0,0,19,0.32,0.76
Derrick Gore,WAS,5,RB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,26,0,0,0,8.67,2,0,0,0,1,0,33.3,0,1,0,33.3,0,0,0,2.6,0.11,0.87
Mike Boone,HST,9,RB,9,7,0,40,0,0,0,1,77.8,0.89,4.44,5.71,4.86,0,0,0,0,0,0,0,0,0,0,0,5,0,23,0,0,0,4.6,0.6,1,0.2,1,1,0,20,0,0,0,0,0,0,0,13.3,0.13,1.11
Khalen Saunders,NO,4,RB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Jeff Wilson Jr.,MIA,10,RB,17,14,0,85,0,0,0,1,82.4,2.71,5,6.07,5.36,1,0,0,5.9,0,0,1,0,5.9,0,0,41,0,188,0,0,0,4.59,2.93,4,0.1,0,9,0,22,0,1,0,2.4,0,0,0,41.3,0.28,0.75
Rashaad Penny,PHI,3,RB,1,1,0,5,0,0,0,0,100,-1,5,5,6,0,0,0,0,0,0,0,0,0,0,0,11,0,33,0,0,0,3,2.09,0,0,0,0,0,0,0,0,0,0,0,0,0,4.8,0.15,0.4
Chris Evans,CIN,7,RB,1,1,0,-1,0,0,0,0,100,-2,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,12,0,0,0,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1,0.09,0.7
Tony Pollard,DAL,17,RB,66,55,1,311,0,0,0,3,83.3,0.32,4.71,5.65,5.84,13,11,0,19.7,20,0,2,0,3,0,0,252,0,1005,1,6,0,3.99,2.92,46,0.18,3,61,5,24.2,83.3,17,3,6.7,50,1,1,222.6,0.27,0.73
La'Mical Perine,KC,5,RB,4,3,0,33,0,0,0,1,75,0,8.25,11,11,0,0,0,0,0,0,0,0,0,0,0,22,0,77,0,0,0,3.5,2.23,2,0.09,0,2,0,9.1,0,2,0,9.1,0,0,0,14,0.23,0.56
Jonathan Ward,TEN,4,RB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,11,0,0,0,3.67,3.67,1,0.33,0,0,0,0,0,0,0,0,0,0,0,1.1,0.1,0.37
JaMycal Hasty,NE,2,RB,2,0,0,0,0,0,0,0,0,14,0,0,0,1,0,0,50,0,0,1,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
James Robinson,GB,1,RB,1,1,0,-2,0,0,0,0,100,-3,-2,-2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.25,0.5
Joshua Kelley,LAC,17,RB,11,8,0,32,0,0,0,2,72.7,-0.45,2.91,4,5.13,0,0,0,0,0,0,0,0,0,0,0,107,1,405,0,2,1,3.79,2.85,11,0.1,1,14,1,13.1,50,3,1,2.8,50,0,0,63.7,0.16,0.55
Dare Ogunbowale,HST,8,RB,7,2,0,18,0,0,0,0,28.6,4.43,2.57,9,2.5,0,0,0,0,0,0,0,0,0,0,0,8,0,35,0,0,0,4.38,3,2,0.25,0,2,0,25,0,0,0,0,0,0,0,7.3,0.07,0.73
Matt Breida,NYG,17,RB,20,17,0,88,0,0,0,2,85,0.15,4.4,5.18,5.35,0,0,0,0,0,0,0,0,0,0,0,55,0,151,0,1,0,2.75,2.2,7,0.13,1,8,1,14.5,100,0,0,0,0,0,0,46.9,0.16,0.65
Austin Ekeler,LAC,14,RB,69,51,0,436,0,1,0,4,73.9,-0.94,6.32,8.55,10.45,8,6,0,11.6,11.8,0,2,0,2.9,0,0,179,1,632,1,5,0,3.53,2.64,31,0.17,5,30,5,16.8,100,16,5,8.9,100,0,0,193.8,0.31,0.84
Aaron Jones,GB,11,RB,40,30,1,233,0,1,0,6,75,-0.88,5.83,7.77,9,7,5,0,17.5,16.7,0,0,0,0,0,0,142,0,657,3,2,0,4.63,3.18,26,0.18,2,36,2,25.4,100,7,2,4.9,100,0,0,137,0.39,0.8
Anthony Walker Jr.,CLV,2,RB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Jamaal Williams,NO,13,RB,19,18,0,62,0,0,0,0,94.7,-1.84,3.26,3.44,5.06,1,1,0,5.3,5.6,0,0,0,0,0,0,106,0,306,0,1,0,2.89,2.25,13,0.12,1,14,1,13.2,100,2,1,1.9,100,0,0,60.8,0.19,0.49
Samaje Perine,DEN,17,RB,53,50,0,455,0,0,0,1,94.3,-0.26,8.58,9.1,9.22,3,3,0,5.7,6,0,0,0,0,0,0,53,0,238,0,1,0,4.49,2.92,6,0.11,3,12,1,22.6,100,3,1,5.7,100,0,0,125.3,0.35,1.22
James Conner,ARZ,13,RB,31,27,0,165,0,2,0,0,87.1,-0.71,5.32,6.11,8.52,6,4,2,19.4,14.8,100,2,1,6.5,3.7,50,208,1,1040,4,7,0,5,3.93,60,0.29,0,35,6,16.8,85.7,12,5,5.8,71.4,0,3,201.5,0.38,0.86
D'Onta Foreman,CHI,9,RB,15,11,0,77,0,1,0,1,73.3,1.4,5.13,7,6.27,3,3,1,20,27.3,100,0,0,0,0,0,109,0,425,0,4,0,3.9,2.75,21,0.19,1,17,4,15.6,100,7,4,6.4,100,0,0,91.2,0.34,0.76
Kareem Hunt,CLV,15,RB,21,15,0,84,0,0,0,1,71.4,-1.33,4,5.6,6.87,1,1,0,4.8,6.7,0,0,0,0,0,0,135,0,411,0,9,0,3.04,2.17,7,0.05,0,35,9,25.9,100,12,7,8.9,77.8,0,0,118.5,0.35,0.79
Alvin Kamara,NO,13,RB,86,75,0,466,0,1,0,3,87.2,0.06,5.42,6.21,6.6,7,6,1,8.1,8,100,0,0,0,0,0,180,0,694,0,5,0,3.86,2.51,22,0.12,0,38,5,21.1,100,12,3,6.7,60,3,3,227,0.41,0.89
Joe Mixon,CIN,17,RB,62,52,1,376,0,3,0,4,83.9,-2.02,6.06,7.23,9.27,12,11,3,19.4,21.2,100,0,0,0,0,0,257,1,1034,1,9,0,4.02,2.51,31,0.12,0,59,9,23,100,21,7,8.2,77.8,1,1,265,0.35,0.86
Dalvin Cook,NYJ,15,RB,20,15,0,78,0,0,0,0,75,-1.45,3.9,5.2,7.27,0,0,0,0,0,0,0,0,0,0,0,67,0,214,0,0,0,3.19,2.21,12,0.18,2,8,0,11.9,0,1,0,1.5,0,0,0,44.2,0.22,0.54
Christian McCaffrey,SF,16,RB,79,67,1,564,0,7,1,1,84.8,2.04,7.14,8.42,6.84,18,13,6,22.8,19.4,85.7,3,2,3.8,3,28.6,272,3,1459,7,14,1,5.36,3.42,60,0.22,3,65,13,23.9,92.9,18,9,6.6,64.3,0,0,395.3,0.49,1.17
Leonard Fournette,BUF,2,RB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,40,0,0,0,3.33,2.17,0,0,0,5,0,41.7,0,1,0,8.3,0,0,0,4,0.15,0.33
Dwayne Washington,DEN,1,RB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Jonathan Williams,WAS,1,RB,1,0,0,0,0,0,0,0,0,-8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-2,0,0,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.2,-0.01,-0.2
Justin Simmons,DEN,5,RB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Kenyan Drake,GB,3,RB,3,2,0,31,0,0,0,0,66.7,-1.67,10.33,15.5,18,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2.5,0,0,1,0,0,0,0,0,0,0,0,0,0,5.1,0.3,1.27
Derrick Henry,TEN,17,RB,31,28,1,214,0,0,0,2,90.3,-2.03,6.9,7.64,10.11,2,1,0,6.5,3.6,0,0,0,0,0,0,280,2,1167,4,12,0,4.17,3.32,57,0.2,0,37,10,13.2,83.3,16,7,5.7,58.3,0,0,238.1,0.43,0.77
Ezekiel Elliott,NE,17,RB,61,51,0,313,0,2,0,3,83.6,-0.49,5.13,6.14,7.41,4,3,2,6.6,5.9,100,0,0,0,0,0,184,0,642,0,3,0,3.49,2.53,24,0.13,2,22,3,12,100,5,2,2.7,66.7,0,0,176.5,0.33,0.75
Raheem Mostert,MIA,15,RB,29,25,0,175,0,3,0,1,86.2,-0.34,6.03,7,8.68,4,3,2,13.8,12,66.7,1,0,3.4,0,0,209,2,1012,2,18,1,4.84,3.4,54,0.26,4,47,16,22.5,88.9,20,12,9.6,66.7,0,0,269.7,0.49,1.15
Ameer Abdullah,LV,17,RB,23,19,0,131,0,0,0,0,82.6,3.04,5.7,6.89,4.68,3,2,0,13,10.5,0,1,0,4.3,0,0,15,0,89,0,0,0,5.93,2.87,1,0.07,0,0,0,0,0,0,0,0,0,0,0,41,0.19,1.21
Melvin Gordon III,BLT,4,RB,3,3,0,46,0,0,0,0,100,5.33,15.33,15.33,10,0,0,0,0,0,0,0,0,0,0,0,26,0,81,0,1,0,3.12,2.38,5,0.19,1,6,1,23.1,100,0,0,0,0,0,0,21.7,0.39,0.75
Damien Williams,ARZ,3,RB,2,2,0,12,0,0,0,0,100,0.5,6,6,5.5,0,0,0,0,0,0,0,0,0,0,0,11,0,43,0,0,0,3.91,3.09,3,0.27,0,0,0,0,0,0,0,0,0,0,0,7.5,0.27,0.58
Jerick McKinnon,KC,12,RB,32,25,0,192,0,4,0,2,78.1,1,6,7.68,7.4,7,6,4,21.9,24,100,0,0,0,0,0,21,0,60,0,1,0,2.86,1.81,0,0,0,3,1,14.3,100,0,0,0,0,0,0,80.2,0.3,1.74
Latavius Murray,BUF,16,RB,22,17,0,119,0,0,0,3,77.3,1.36,5.41,7,5.59,3,3,0,13.6,17.6,0,0,0,0,0,0,79,0,300,0,4,0,3.8,2.24,7,0.09,1,20,4,25.3,100,12,4,15.2,100,0,0,82.9,0.24,0.86
Cordarrelle Patterson,ATL,14,RB,11,9,0,38,0,1,0,1,81.8,-0.55,3.45,4.22,4.22,1,1,1,9.1,11.1,100,0,0,0,0,0,50,0,180,0,0,0,3.6,3.3,11,0.22,1,10,0,20,0,2,0,4,0,0,0,36.8,0.21,0.62
Brandon Bolden,LV,2,RB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,31,0,1,0,7.75,5.25,0,0,0,2,0,50,0,0,0,0,0,1,1,9.1,1.82,2.27
Hunter Luepke,DAL,17,RB,3,3,0,18,0,0,0,0,100,0.67,6,6,5.33,0,0,0,0,0,0,0,0,0,0,0,6,0,19,0,1,0,3.17,1.83,3,0.5,0,2,1,33.3,100,2,1,33.3,100,0,0,12.7,0.08,1.41
Jesse Luketa,ARZ,6,RB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Malcolm Rodriguez,DET,6,RB,1,1,0,6,0,0,0,0,100,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6,0.07,1.6
Ben Mason,BLT,1,RB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Nephi Sewell,NO,1,RB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Jason Cabinda,DET,4,RB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zaire Franklin,IND,2,RB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Patrick Ricard,BLT,17,RB,6,5,0,52,0,1,0,0,83.3,3.17,8.67,10.4,7.2,2,2,1,33.3,40,100,1,1,16.7,20,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.2,0.04,3.24
Andrew Beck,HST,15,RB,13,11,0,55,0,2,0,0,84.6,2.62,4.23,5,3.45,5,4,2,38.5,36.4,100,2,2,15.4,18.2,100,5,0,3,0,1,0,0.6,0.6,0,0,1,3,1,60,100,3,1,60,100,0,1,34.8,0.11,2.17
Khari Blasingame,CHI,16,RB,6,3,0,2,0,0,0,1,50,1.17,0.33,0.67,1.67,1,1,0,16.7,33.3,0,0,0,0,0,0,8,0,26,0,0,0,3.25,3,2,0.25,0,0,0,0,0,0,0,0,0,0,1,5.8,0.03,0.53
Reggie Gilliam,BUF,16,RB,1,1,0,3,0,0,0,0,100,1,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3,0.01,1.3
Adam Prentice,NO,13,RB,3,2,0,12,0,0,0,1,66.7,3,4,6,4.5,0,0,0,0,0,0,0,0,0,0,0,2,0,12,0,0,0,6,2.5,0,0,1,0,0,0,0,0,0,0,0,0,0,4.4,0.04,1.1
Alec Ingold,MIA,17,RB,15,13,0,119,0,0,0,1,86.7,1.73,7.93,9.15,7.62,3,3,0,20,23.1,0,0,0,0,0,0,2,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,24.9,0.06,1.66
Jakob Johnson,LV,13,RB,2,1,0,12,0,0,0,1,50,2.5,6,12,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2,0.01,2.2
