POS_RANK,NAME,POS,NUMBER,OFF_GRADE,PASS_GRADE,RUN_GRADE,RECV_GRADE,PBLK_GRADE,RBLK_GRADE,OFF_SNAPS,PASS_SNAPS,RUN_SNAPS,RECV_SNAPS,PBLK_SNAPS,RBLK_SNAPS,AGE,RS,HEIGHT,WEIGHT,SP,COLLEGE,YEAR,R#,D#
-,Desmond Watson,DI,56,-,-,-,-,-,-,-,-,-,-,-,-,0.0,ANFI,6'5",449,-,FLORIDA,2025,-,-
-,Nash Hutmacher,DI,64,-,-,-,-,-,-,-,-,-,-,-,-,24.2,A,6'4",310,-,NEBRASKA,2025,-,-
100th of 118,Calijah Kancey,DI,94,46.0,32.2,61.6,71.1,595,179,409,7,24.4,A,6'1",281,4.7,PITTSBURGH,2023,1,19
70th of 118,Greg Gaines,DI,96,56.0,65.8,50.0,59.2,421,148,267,6,29.3,A,6'1",312,-,WASHINGTON,2019,4,134
-,Adam Gotsis,DI,97,64.4,70.5,52.9,63.4,71,34,37,0,32.9,A,6'4",290,-,GA TECH,2016,2,63
55th of 118,Logan Hall,DI,90,59.3,56.7,58.9,64.1,571,218,348,5,25.3,A,6'6",283,-,HOUSTON,2022,2,33
17th of 118,Vita Vea,DI,50,74.9,65.3,75.9,56.2,756,240,507,9,30.5,A,6'4",347,5.1,WASHINGTON,2018,1,12
-,Markees Watts,ED,58,70.2,60.0,60.9,65.1,11,2,7,2,0.0,A,6'1",240,-,CHARLOTTE,2023,-,-
22nd of 119,Yaya Diaby,ED,0,78.0,74.8,79.4,53.5,841,270,472,99,26.2,A,6'3",263,4.5,LOUISVILLE,2023,3,83
-,Elijah Roberts,ED,95,-,-,-,-,-,-,-,-,-,-,-,-,0.0,A,6'4",295,-,SMU,2025,5,159
-,David Walker,ED,51,-,-,-,-,-,-,-,-,-,-,-,-,0.0,IR,6'2",260,-,CENT ARK,2025,4,121
65th of 119,Chris Braswell,ED,43,62.1,57.3,67.0,51.0,335,116,185,34,23.8,A,6'3",255,-,ALABAMA,2024,2,57
89th of 119,Anthony Nelson,ED,98,56.6,46.5,61.0,58.1,624,205,323,96,28.4,A,6'7",271,-,IOWA,2019,4,107
103rd of 119,Haason Reddick,ED,5,53.5,56.3,52.9,61.3,392,129,241,22,30.9,A,6'1",240,4.5,TEMPLE,2017,1,13
-,Devin Culp,TE,82,79.6,-,-,77.8,-,59.5,41,-,-,29,-,12,25.5,A,6'4",237,-,WASHINGTON,2024,7,247
34th of 74,Cade Otton,TE,88,64.1,-,-,63.1,62.0,65.2,899,-,-,513,60,326,26.3,A,6'5",247,-,WASHINGTON,2022,4,106
-,Ko Kieft,TE,41,60.9,-,-,48.9,82.9,60.6,107,-,-,9,8,90,0.0,A,6'5",265,-,MINNESOTA,2022,6,219
-,Ben Scott,C,66,-,-,-,-,-,-,-,-,-,-,-,-,0.0,A,6'5",310,-,NEBRASKA,2025,-,-
-,Jake Majors,C,65,-,-,-,-,-,-,-,-,-,-,-,-,23.6,A,6'3",315,-,TEXAS,2025,-,-
33rd of 40,Graham Barton,C,62,55.6,-,-,-,64.0,54.6,1111,-,-,-,677,434,23.2,A,6'5",314,-,DUKE,2024,1,26
-,Raiqwon O'Neal,G,75,-,-,-,-,-,-,-,-,-,-,-,-,0.0,A,6'4",300,-,UCLA,2023,-,-
70th of 77,Michael Jordan,G,60,51.4,-,-,-,60.4,44.8,684,-,-,-,441,243,27.5,A,6'6",315,-,OHIO STATE,2019,4,136
18th of 77,Cody Mauch,G,69,74.6,-,-,-,77.2,68.4,1178,-,-,-,722,456,26.6,A,6'5",302,5.1,N DAK ST,2023,2,50
-,Sua Opeta,G,76,-,-,-,-,-,-,-,-,-,-,-,-,29.0,A,6'4",305,-,WEBER ST,2019,-,-
-,Elijah Klein,G,79,65.5,-,-,-,-,64.1,9,-,-,-,-,9,0.0,A,6'4",319,-,UTEP,2024,6,221
60th of 77,Ben Bredeson,G,68,56.0,-,-,-,59.9,53.2,1173,-,-,-,722,451,27.5,A,6'5",315,-,MICHIGAN,2020,4,143
-,Luke Haggard,T,72,-,-,-,-,-,-,-,-,-,-,-,-,0.0,A,6'7",297,-,INDIANA,2023,-,-
-,Lorenz Metz,T,71,-,-,-,-,-,-,-,-,-,-,-,-,0.0,A,6'9",316,-,CINCINNATI,2023,-,-
-,Tyler McLellan,T,74,-,-,-,-,-,-,-,-,-,-,-,-,0.0,A,6'8",355,-,CAMPBELL,2024,-,-
-,Ben Chukwuma,T,70,-,-,-,-,-,-,-,-,-,-,-,-,0.0,A,6'6",310,-,GA STATE,2025,-,-
-,Charlie Heck,T,77,41.2,-,-,-,47.8,40.8,117,-,-,-,72,45,28.7,A,6'8",311,-,N CAROLINA,2020,4,126
28th of 81,Luke Goedeke,T,67,74.2,-,-,-,76.8,75.7,952,-,-,-,568,384,26.7,A,6'5",312,-,C MICHIGAN,2022,2,57
6th of 81,Tristan Wirfs,T,78,82.5,-,-,94.1,62.8,1061,-,-,-,664,397,26.5,APUP,6'5",320,-,IOWA,2020,1,-
-,Tre Avery,CB,30,63.1,-,-,62.4,2,-,-,2,0.0,A,5'11",181,-,RUTGERS,2022,-,-
-,Tyrek Funderburk,CB,24,53.9,43.9,-,55.7,168,57,-,111,24.7,A,6'0",185,-,APP STATE,2024,-,-
-,JayVian Farr,CB,11,-,-,-,-,-,-,-,-,-,-,-,-,0.0,A,5'9",192,-,AUGUSTANA (S.D.),2025,-,-
-,Roman Parodie,CB,46,-,-,-,-,-,-,-,-,-,-,-,-,0.0,A,6'2",204,-,OHIO,2025,-,-
