POS_RANK,NAME,POS,NUMBER,OFF_GRADE,PASS_GRADE,RUN_GRADE,RECV_GRADE,PBLK_GRADE,RBLK_GRADE,OFF_SNAPS,PASS_SNAPS,RUN_SNAPS,RECV_SNAPS,PBLK_SNAPS,RBLK_SNAPS,AGE,RS,HEIGHT,WEIGHT,SP,COLLEGE,YEAR,R#,D#
-,Julius Chestnut,HB,36,70.7,-,73.0,53.8,86.3,70.6,84,-,21,46,9,8,0.0,A,5'11",228,-,SACR HEART,2022,-,-
39th of 59,Tony Pollard,HB,20,68.7,-,73.5,51.6,54.4,74.1,701,-,276,316,75,34,28.3,A,6'0",209,-,MEMPHIS,2019,4,128
-,David Martin-Robinson,TE,88,44.6,-,-,53.2,25.7,46.3,46,-,-,14,3,29,0.0,A,6'4",255,-,TEMPLE,2024,-,-
-,Drake Dabney,TE,86,-,-,-,-,-,-,-,-,-,-,-,-,0.0,A,6'5",255,-,TCU,2025,-,-
32nd of 74,Josh Whyle,TE,81,64.8,-,-,69.4,62.0,49.5,346,-,-,182,25,139,25.9,A,6'6",248,4.7,CINCINNATI,2023,5,149
-,Gunnar Helm,TE,84,-,-,-,-,-,-,-,-,-,-,-,-,22.9,A,6'5",250,-,TEXAS,2025,4,120
43rd of 74,Chigoziem Okonkwo,TE,85,60.0,-,63.1,65.5,65.5,36.1,665,-,1,413,22,229,25.9,A,6'3",238,-,MARYLAND,2022,4,143
-,Thomas Odukoya,TE,89,60.0,-,-,-,-,60.0,1,-,-,-,-,1,0.0,A,6'5",253,-,E MICHIGAN,2022,-,-
-,Brendon James,C,66,55.3,-,-,-,73.2,53.2,10,-,-,-,3,7,26.2,A,6'5",300,-,NEBRASKA,2021,5,160
-,Corey Levin,C,62,55.5,-,-,-,64.5,55.8,133,-,-,-,76,57,31.0,A,6'4",307,5.2,CHATTNOOGA,2017,6,217
36th of 40,Lloyd Cushenberry III,C,79,55.4,-,-,-,57.2,54.9,499,-,-,-,299,200,27.7,A,6'4",315,-,LSU,2020,3,83
-,Arlington Hambright,G,68,-,-,-,-,-,-,-,-,-,-,-,-,29.5,A,6'5",300,-,COLORADO,2020,7,226
48th of 77,Peter Skoronski,G,77,60.4,-,-,-,76.3,54.4,1095,-,-,-,661,434,24.0,A,6'4",313,5.2,NWESTERN,2023,1,11
-,Andrew Rupcich,G,76,47.7,-,-,-,17.0,59.8,16,-,-,-,12,4,26.3,A,6'6",318,-,CULVER - STOCKTON,2022,-,-
-,Jackson Slater,G,64,-,-,-,-,-,-,-,-,-,-,-,-,22.2,A,6'4",316,-,SACRAMENTO,2025,5,169
-,Olisaemeka Udoh,G,72,54.4,-,-,-,32.1,69.3,149,-,-,-,82,67,28.5,A,6'5",320,-,ELON,2019,6,193
-,Sam Mustipher,G,60,50.8,-,-,-,30.5,59.9,107,-,-,-,48,59,29.0,A,6'2",332,-,NOTRE DAME,2019,-,-
3rd of 77,Kevin Zeitler,G,70,86.5,-,-,-,70.7,87.2,1047,-,-,-,577,470,35.4,A,6'4",340,5.4,WISCONSIN,2012,1,27
-,Blake Hance,G,73,60.1,-,-,-,67.4,55.4,97,-,-,-,57,40,29.6,A,6'6",310,-,NWESTERN,2019,-,-
-,Brandon Dorlus-Dickson,T,78,-,-,-,-,-,-,-,-,-,-,-,-,24.5,A,6'7",322,-,FLORIDA,2025,-,-
-,Jaelyn Duncan,T,71,56.3,-,-,-,53.3,56.7,39,-,-,-,32,7,25.1,A,6'6",306,5.1,MARYLAND,2023,6,188
56th of 81,JC Latham,T,55,61.8,-,-,62.7,67.8,57.0,1095,-,-,1,660,434,22.5,A,6'6",335,-,ALABAMA,2024,1,7
42nd of 81,Dan Moore Jr.,T,75,67.2,-,-,-,66.9,60.9,1128,-,-,-,627,501,26.9,A,6'5",315,-,TEXAS A&M,2021,4,129
-,John Ojukwu,T,61,69.4,-,-,56.6,68.4,68.0,264,-,-,1,145,118,26.6,A,6'6",309,5.2,BOISE ST,2023,-,-
54th of 116,Darrell Baker Jr.,CB,39,65.5,72.7,60.0,62.8,626,260,1,365,0.0,A,6'1",190,-,GA SOUTHRN,2022,-,-
-,Amani Oruwariye,CB,31,60.0,47.4,-,63.9,286,103,-,183,29.5,A,6'2",205,-,PENN STATE,2019,5,146
-,Davion Ross,CB,40,-,-,-,-,-,-,-,-,-,-,-,-,0.0,A,5'10",175,-,MEMPHIS,2025,-,-
-,Jalen Kimber,CB,35,-,-,-,-,-,-,-,-,-,-,-,-,0.0,A,6'1",184,-,PENN STATE,2025,-,-
-,Clarence Lewis,CB,36,-,-,-,-,-,-,-,-,-,-,-,-,0.0,A,6'0",201,-,SYRACUSE,2025,-,-
-,Jermari Harris,CB,30,-,-,-,-,-,-,-,-,-,-,-,-,0.0,A,6'1",189,-,IOWA,2025,-,-
-,Marcus Harris,CB,26,-,-,-,-,-,-,-,-,-,-,-,-,0.0,A,5'11",190,-,CAL,2025,6,185
81st of 116,Jarvis Brownlee Jr.,CB,29,59.4,77.7,41.7,55.9,911,398,5,508,24.1,A,6'0",190,-,LOUISVILLE,2024,5,147
-,Lujarius Sneed,CB,38,36.3,57.7,42.4,36.8,301,132,1,168,28.5,A,6'1",192,-,LA TECH,2020,4,138
-,Gabe Jeudy-Lally,CB,32,-,-,-,-,-,-,-,-,-,-,-,-,0.0,A,6'2",190,-,TENNESSEE,2024,-,-
74th of 116,Roger McCreary,CB,21,61.3,71.2,61.5,58.4,662,233,31,398,25.5,A,5'11",190,-,AUBURN,2022,2,35
-,Kendell Brooks,S,33,-,-,-,-,-,-,-,-,-,-,-,-,0.0,A,6'0",206,-,MICH STATE,2023,-,-
-,Julius Wood,S,24,64.4,60.0,-,60.5,5,3,-,2,0.0,A,6'1",194,-,E CAROLINA,2024,-,-
20th of 98,Quandre Diggs,S,28,73.2,70.0,55.4,70.6,419,180,2,237,32.5,A,5'9",200,4.6,TEXAS,2015,6,200
-,Joshuah Bledsoe,S,42,-,-,-,-,-,-,-,-,-,-,-,-,0.0,A,5'11",207,-,MISSOURI,2021,6,189
-,Kevin Winston Jr.,S,23,-,-,-,-,-,-,-,-,-,-,-,-,21.7,A,6'2",208,-,PENN STATE,2025,3,82
77th of 98,Xavier Woods,S,25,57.0,59.7,53.5,55.4,1216,576,4,636,30.0,A,5'11",200,4.5,LA TECH,2017,6,191
31st of 98,Mike Brown,S,44,69.2,65.5,57.9,67.6,384,168,2,214,0.0,A,6'1",222,-,MIAMI OH,2022,-,-
33rd of 98,Amani Hooker,S,37,68.0,58.4,64.5,70.3,848,368,11,469,27.1,A,5'11",210,-,IOWA,2019,4,116
-,Brian Asamoah II,LB,41,29.2,42.6,73.8,28.0,34,7,13,14,25.4,A,6'0",226,-,OKLAHOMA,2022,3,66
-,Blake Lynch,LB,54,67.3,62.6,-,63.0,25,21,-,4,0.0,A,6'3",225,-,BAYLOR,2020,-,-
-,Anfernee Orji,LB,00,55.2,64.1,47.6,49.5,147,83,12,52,24.8,IR,6'1",230,4.5,VANDERBILT,2023,-,-
-,Amari Burney,LB,59,57.2,55.7,67.1,54.6,101,41,16,44,25.1,A,6'2",228,-,FLORIDA,2023,6,205
-,Curtis Jacobs,LB,57,39.8,44.2,54.0,50.0,23,12,5,6,23.5,A,6'1",238,-,PENN STATE,2024,-,-
