player,player_id,position,team_name,player_game_count,coverage_snaps,coverage_snaps_per_reception,coverage_snaps_per_target,franchise_id,interceptions,qb_rating_against,receptions,targets,touchdowns,yards,yards_after_catch,yards_per_coverage_snap
Azeez Al-Shaair,49792,LB,HST,9,21,21.0,21.0,13,0,104.2,1,1,0,9,6,0.43
Nick Bolton,81322,LB,KC,14,38,19.0,12.7,16,0,99.3,2,3,0,30,16,0.79
Quan Martin,83236,S,WAS,12,36,18.0,12.0,32,0,82.6,2,3,0,18,7,0.5
Leo Chenal,101463,LB,KC,13,18,18.0,18.0,16,0,112.5,1,1,0,11,13,0.61
Elijah Hicks,55584,S,CHI,6,17,17.0,5.7,6,0,42.4,1,3,0,6,0,0.35
Baylon Spector,57782,LB,BUF,6,17,17.0,17.0,4,0,108.3,1,1,0,10,5,0.59
Malik Mustapha,142358,S,SF,12,34,17.0,11.3,28,0,82.6,2,3,0,18,10,0.53
Devon Key,56307,S,DEN,6,16,16.0,5.3,10,0,52.1,1,3,0,16,2,1.0
Jeremiah Owusu-Koramoah,58089,LB,CLV,8,16,16.0,8.0,8,0,60.4,1,2,0,8,14,0.5
Ronnie Hickman Jr.,97702,S,CLV,9,16,16.0,8.0,8,0,56.3,1,2,0,4,2,0.25
Damar Hamlin,43291,S,BUF,12,63,15.8,10.5,4,0,75.7,4,6,0,26,8,0.41
Josh Blackwell,55589,CB,CHI,5,63,15.8,9.0,6,1,36.3,4,7,0,44,21,0.7
Trevin Wallace,146747,LB,CAR,10,31,15.5,15.5,5,0,118.8,2,2,0,41,9,1.32
Demario Davis,7079,LB,NO,14,30,15.0,15.0,20,0,87.5,2,2,0,10,7,0.33
Tariq Woolen,61790,CB,SEA,9,15,15.0,5.0,29,1,2.8,1,3,0,-1,2,-0.07
Alex Austin,97683,CB,NE,6,15,15.0,7.5,19,0,64.6,1,2,0,10,3,0.67
Terrel Bernard,57739,LB,BUF,7,15,15.0,5.0,4,0,42.4,1,3,0,-1,0,-0.07
Jordan Howden,83305,S,NO,14,59,14.8,8.4,20,1,32.1,4,7,0,37,7,0.63
Christian Elliss,61853,LB,NE,11,29,14.5,9.7,19,0,81.3,2,3,0,17,8,0.59
Elijah Molden,56290,S,LAC,10,29,14.5,14.5,27,1,62.5,2,2,0,17,1,0.59
Ji'Ayir Brown,129767,S,SF,15,86,14.3,8.6,28,0,76.7,6,10,0,59,15,0.69
Jalen Mills,10867,S,NYJ,8,43,14.3,6.1,22,0,53.3,3,7,0,26,18,0.6
Kerby Joseph,83239,S,DET,15,71,14.2,10.1,11,0,88.4,5,7,0,45,18,0.63
Kendall Sheffield,34105,CB,NYJ,3,28,14.0,4.7,22,0,87.5,2,6,1,26,17,0.93
Derrick Barnes,58120,LB,DET,2,14,14.0,7.0,11,0,56.3,1,2,0,1,4,0.07
Roquan Smith,50892,LB,BLT,14,27,13.5,9.0,3,0,91.0,2,3,0,24,27,0.89
Israel Mukuamu,83377,S,DAL,11,66,13.2,8.3,9,1,50.5,5,8,0,69,26,1.05
Jaylen McCollough,98845,S,LA,15,91,13.0,8.3,26,1,38.4,7,11,0,56,17,0.62
Nate Landman,57788,LB,ATL,6,13,13.0,13.0,2,0,104.2,1,1,0,9,2,0.69
Johnathan Abram,34646,S,NO,3,13,13.0,6.5,20,0,100.0,1,2,1,8,0,0.62
Cody Barton,50727,LB,DEN,16,65,13.0,9.3,10,0,89.0,5,7,0,46,6,0.71
Avonte Maddox,50543,CB,PHI,14,168,12.9,6.7,24,0,79.4,13,25,1,124,64,0.74
Jaylinn Hawkins,51423,S,NE,15,38,12.7,9.5,19,0,134.4,3,4,1,29,-1,0.76
Justin Simmons,10732,S,ATL,16,63,12.6,10.5,2,0,147.2,5,6,2,59,13,0.94
Dell Pettus,97290,S,NE,12,63,12.6,7.9,19,0,82.3,5,8,0,54,27,0.86
Ja'Sir Taylor,55426,CB,LAC,14,236,12.4,9.4,27,0,146.7,19,25,4,250,81,1.06
Grant Delpit,60685,S,CLV,16,157,12.1,9.2,8,0,123.7,13,17,1,156,79,0.99
Rayshawn Jenkins,11868,S,SEA,13,60,12.0,7.5,29,0,78.1,5,8,0,46,48,0.77
Garrett Williams,99723,CB,ARZ,16,361,12.0,7.2,1,1,73.5,30,50,1,277,157,0.77
Xavier McKinney,55775,S,GB,15,60,12.0,6.7,12,1,22.2,5,9,0,29,14,0.48
Jakorian Bennett,129496,CB,LV,7,12,12.0,3.0,23,0,39.6,1,4,0,6,10,0.5
George Odum,31342,S,SF,3,12,12.0,12.0,28,0,158.3,1,1,1,97,45,8.08
Kevin Byard,10698,S,CHI,16,59,11.8,9.8,6,0,115.3,5,6,0,70,10,1.19
Josh Newton,84268,CB,CIN,13,59,11.8,5.9,7,0,80.4,5,10,0,88,52,1.49
Bobby Wagner,7050,LB,WAS,16,35,11.7,8.8,32,0,107.3,3,4,0,41,24,1.17
Jamien Sherwood,83175,LB,NYJ,13,35,11.7,8.8,22,0,84.4,3,4,0,19,15,0.54
Jessie Bates III,49162,S,ATL,17,81,11.6,6.2,2,2,45.5,7,13,1,39,32,0.48
Siran Neal,27130,CB,MIA,7,23,11.5,3.8,17,0,45.1,2,6,0,22,11,0.96
Shaquill Griffin,11845,CB,MIN,11,23,11.5,4.6,18,0,47.9,2,5,0,13,4,0.57
Tarheeb Still,129537,CB,LAC,12,127,11.5,6.4,27,1,76.5,11,20,2,77,33,0.61
Kaden Elliss,51485,LB,ATL,13,34,11.3,5.7,2,0,61.8,3,6,0,26,12,0.76
Bryan Cook,55940,S,KC,17,90,11.3,8.2,16,0,125.9,8,11,1,87,77,0.97
Tre'von Moehrig,77847,S,LV,17,123,11.2,7.2,23,0,117.0,11,17,2,89,34,0.72
Tristin McCollum,66771,S,PHI,4,11,11.0,11.0,24,0,118.8,1,1,0,13,-2,1.18
Duke Shelley,49569,CB,NYG,1,11,11.0,11.0,21,0,91.7,1,1,0,6,2,0.55
Tyrann Mathieu,7850,S,NO,13,33,11.0,11.0,20,0,118.8,3,3,0,61,40,1.85
Denzel Ward,49558,CB,CLV,7,11,11.0,11.0,8,0,108.3,1,1,0,10,9,0.91
Marshon Lattimore,11766,CB,WAS,7,11,11.0,5.5,32,0,81.3,1,2,0,18,3,1.64
Trent McDuffie,72191,CB,KC,12,117,10.6,7.3,16,1,60.7,11,16,0,105,34,0.9
Dadrion Taylor-Demerson,97348,S,ARZ,7,21,10.5,7.0,1,0,109.7,2,3,0,53,47,2.52
Marco Wilson,55592,CB,CIN,12,21,10.5,4.2,7,0,62.9,2,5,0,33,10,1.57
Greg Stroman Jr.,49354,CB,NYG,3,21,10.5,10.5,21,0,118.8,2,2,0,38,28,1.81
Tony Adams,55953,S,NYJ,13,72,10.3,9.0,22,0,158.3,7,8,1,108,32,1.5
Chuck Clark,11941,S,NYJ,11,41,10.3,5.9,22,0,101.8,4,7,3,21,1,0.51
Marlon Humphrey,11771,CB,BLT,15,293,10.1,6.8,3,2,71.6,29,43,1,257,140,0.88
Deonte Banks,101384,CB,NYG,9,20,10.0,6.7,21,0,99.3,2,3,0,30,21,1.5
Anfernee Orji,98568,LB,NO,4,10,10.0,5.0,20,0,60.4,1,2,0,8,1,0.8
Troy Hill,9881,CB,TB,6,120,10.0,8.6,30,0,95.5,12,14,0,97,52,0.81
Germaine Pratt,29407,LB,CIN,17,60,10.0,6.7,7,0,127.1,6,9,1,70,42,1.17
Coby Bryant,55088,S,SEA,11,30,10.0,10.0,29,0,95.8,3,3,0,21,9,0.7
Devin White,43089,LB,HST,5,20,10.0,10.0,13,0,81.3,2,2,0,7,5,0.35
Thomas Harper,97325,S,LV,9,20,10.0,10.0,23,0,118.8,2,2,0,28,17,1.4
Ennis Rakestraw Jr.,124215,CB,DET,3,10,10.0,5.0,11,0,95.8,1,2,0,28,4,2.8
Jalen Thompson,49116,S,ARZ,15,117,9.8,6.9,1,0,106.0,12,17,1,104,35,0.89
Cor'Dale Flott,98834,CB,NYG,10,39,9.8,9.8,21,0,158.3,4,4,1,52,16,1.33
Minkah Fitzpatrick,51206,S,PIT,12,59,9.8,5.9,25,0,107.1,6,10,1,52,24,0.88
Andre Cisco,76641,S,JAX,12,39,9.8,6.5,15,0,112.5,4,6,1,22,0,0.56
Isaiah Pola-Mao,60781,S,LV,14,49,9.8,6.1,23,0,127.1,5,8,1,64,9,1.31
Jourdan Lewis,11846,CB,DAL,16,390,9.8,7.0,9,1,94.5,40,56,2,382,281,0.98
Eric Murray,10740,S,HST,17,137,9.8,5.5,13,1,93.8,14,25,3,133,66,0.97
Jalen Davis,50431,CB,CIN,2,29,9.7,4.8,7,0,63.9,3,6,0,29,5,1.0
Cameron Sutton,11850,CB,PIT,9,125,9.6,6.0,25,0,109.1,13,21,4,80,43,0.64
Julian Love,51081,S,SEA,17,86,9.6,5.4,29,0,66.7,9,16,0,68,39,0.79
Marcus Maye,11794,S,LAC,8,19,9.5,6.3,27,0,72.9,2,3,0,11,13,0.58
Dane Jackson,32989,CB,CAR,9,122,9.4,6.4,5,0,123.1,13,19,2,132,64,1.08
Noah Igbinoghene,61155,CB,WAS,16,358,9.4,6.0,32,0,90.6,38,60,2,354,211,0.99
Jarrian Jones,97486,CB,JAX,17,389,9.3,6.6,15,1,82.5,42,59,0,398,254,1.02
Greg Newsome II,83341,CB,CLV,13,184,9.2,6.1,8,1,101.3,20,30,2,254,166,1.38
Kader Kohou,156070,CB,MIA,15,294,9.2,6.4,17,2,78.1,32,46,2,239,170,0.81
Arthur Maulet,12224,CB,BLT,3,36,9.0,5.1,3,0,66.4,4,7,0,28,19,0.78
Tuli Tuipulotu,131840,ED,LAC,6,9,9.0,9.0,27,0,79.2,1,1,0,-1,4,-0.11
Dane Belton,101398,S,NYG,12,45,9.0,6.4,21,0,127.4,5,7,1,44,19,0.98
Dee Winters,99376,LB,SF,12,27,9.0,6.8,28,0,77.1,3,4,0,7,9,0.26
Nazeeh Johnson,42553,CB,KC,8,9,9.0,4.5,16,0,56.3,1,2,0,-2,0,-0.22
Charvarius Ward,43034,CB,SF,6,9,9.0,4.5,28,0,89.6,1,2,0,22,4,2.44
Corey Ballentine,83833,CB,GB,7,18,9.0,4.5,12,0,57.3,2,4,0,13,6,0.72
Jordan Whitehead,49196,S,TB,12,72,9.0,8.0,30,0,142.6,8,9,1,84,34,1.17
Jaire Alexander,49350,CB,GB,3,9,9.0,4.5,12,0,66.7,1,2,0,11,0,1.22
Christian Benford,79181,CB,BUF,6,9,9.0,9.0,4,0,112.5,1,1,0,11,0,1.22
Zaven Collins,77190,ED,ARZ,8,9,9.0,9.0,1,0,91.7,1,1,0,6,9,0.67
Caleb Farley,61803,CB,CAR,6,45,9.0,7.5,5,0,106.3,5,6,0,57,20,1.27
Chandler Wooten,57726,LB,CAR,3,9,9.0,9.0,5,0,118.8,1,1,0,34,11,3.78
K.J. Britt,57727,LB,TB,7,9,9.0,9.0,30,0,95.8,1,1,0,7,4,0.78
Mack Wilson Sr.,43190,LB,ARZ,15,62,8.9,6.2,1,0,84.6,7,10,0,58,57,0.94
Nate Hobbs,55948,CB,LV,11,210,8.8,6.0,23,1,91.3,24,35,2,209,178,1.0
Daiyan Henley,61500,LB,LAC,15,70,8.8,6.4,27,0,88.8,8,11,0,69,31,0.99
Jalen Ramsey,10639,CB,MIA,16,105,8.8,8.1,17,0,118.8,12,13,0,163,97,1.55
Camryn Bynum,38408,S,MIN,17,106,8.8,6.6,18,0,140.9,12,16,2,141,75,1.33
Jerome Baker,28091,LB,TEN,10,35,8.8,5.8,31,0,88.2,4,6,0,44,25,1.26
Quentin Lake,56245,S,LA,17,289,8.8,5.8,26,0,96.9,33,50,2,318,148,1.1
Donovan Wilson,49408,S,DAL,16,78,8.7,7.1,9,0,134.8,9,11,1,100,55,1.28
Josh Metellus,43395,S,MIN,17,218,8.7,7.3,18,0,93.2,25,30,0,191,114,0.88
Jordan Battle,98857,S,CIN,11,26,8.7,6.5,7,0,102.1,3,4,0,36,12,1.38
Darnell Savage,34247,S,JAX,13,96,8.7,5.6,15,0,93.0,11,17,1,71,38,0.74
Brandon Jones,43049,S,DEN,16,77,8.6,5.1,10,0,70.1,9,15,0,65,52,0.84
Joey Porter Jr.,101364,CB,PIT,13,43,8.6,5.4,25,0,87.0,5,8,0,63,5,1.47
Patrick Queen,57941,LB,PIT,16,77,8.6,6.4,25,0,95.8,9,12,0,90,42,1.17
Jeremy Chinn,43179,S,WAS,17,129,8.6,7.2,32,0,140.3,15,18,3,147,37,1.14
Cameron Mitchell,97340,CB,CLV,16,128,8.5,5.8,8,0,112.7,15,22,2,124,74,0.97
Xavier Woods,11946,S,CAR,17,93,8.5,6.2,5,1,79.0,11,15,1,77,32,0.83
Tyler Nubin,97895,S,NYG,13,51,8.5,5.7,21,0,86.3,6,9,0,62,31,1.22
Antonio Johnson,124326,S,JAX,17,84,8.4,5.6,15,0,114.9,10,15,1,126,55,1.5
Tykee Smith,99500,CB,TB,13,353,8.4,5.6,30,1,98.0,42,63,4,390,171,1.1
Jalen Pitre,57737,S,HST,12,267,8.3,6.4,13,1,123.0,32,42,4,359,198,1.34
Kenny Moore II,51596,CB,IND,15,358,8.3,5.9,14,2,100.9,43,61,5,387,258,1.08
Mike Hilton,10898,CB,CIN,16,367,8.3,6.6,7,1,106.5,44,56,3,395,194,1.08
Myles Harden,141857,CB,CLV,4,25,8.3,5.0,8,0,75.4,3,5,0,28,6,1.12
Beanie Bishop Jr.,83459,CB,PIT,16,308,8.3,5.6,25,4,76.4,37,55,3,401,184,1.3
Kyler Gordon,83451,CB,CHI,15,283,8.3,6.0,6,0,102.1,34,47,1,368,202,1.3
Devon Witherspoon,101388,CB,SEA,16,345,8.2,5.9,29,0,97.5,42,58,1,408,296,1.18
Malik Hooker,11770,S,DAL,15,65,8.1,5.9,9,0,130.5,8,11,1,99,71,1.52
Matthew Judon,10780,ED,ATL,4,8,8.0,4.0,2,0,64.6,1,2,0,10,5,1.25
Eddie Jackson,11867,S,LAC,10,24,8.0,8.0,27,0,118.8,3,3,0,50,4,2.08
Jesse Luketa,81361,ED,ARZ,5,8,8.0,8.0,1,0,104.2,1,1,0,9,11,1.13
Cooper DeJean,144867,CB,PHI,14,351,8.0,5.5,24,0,80.2,44,64,0,320,227,0.91
Vonn Bell,10695,S,CIN,15,56,8.0,7.0,7,1,48.4,7,8,0,41,26,0.73
Logan Wilson,29623,LB,CIN,9,32,8.0,6.4,7,0,86.7,4,5,0,24,15,0.75
Deommodore Lenoir,55686,CB,SF,15,358,8.0,5.3,28,2,69.7,45,67,0,387,238,1.08
Kaevon Merriweather,83257,S,TB,6,16,8.0,8.0,30,0,158.3,2,2,1,41,18,2.56
Darius Muasau,86008,LB,NYG,7,8,8.0,8.0,21,0,100.0,1,1,0,8,3,1.0
Harold Landry III,48600,ED,TEN,9,16,8.0,8.0,31,0,97.9,2,2,0,15,6,0.94
J.J. Russell,57958,LB,TB,8,16,8.0,8.0,30,0,125.0,2,2,1,9,10,0.56
Keisean Nixon,56167,CB,GB,16,240,8.0,5.5,12,0,107.6,30,44,3,274,102,1.14
Terrell Edmunds,51334,S,PIT,5,16,8.0,8.0,25,0,118.8,2,2,0,32,13,2.0
Rodney McLeod,7271,S,CLV,17,72,8.0,5.5,8,0,98.6,9,13,1,41,7,0.57
Tre'Davious White,11782,CB,BLT,5,8,8.0,4.0,3,0,58.3,1,2,0,7,1,0.88
Brandin Echols,98900,CB,NYJ,6,8,8.0,8.0,22,0,112.5,1,1,0,11,11,1.38
Jevon Holland,83873,S,MIA,15,87,7.9,5.8,17,0,87.9,11,15,0,89,74,1.02
Christian Gonzalez,131679,CB,NE,16,95,7.9,4.8,19,0,87.5,12,20,1,90,38,0.95
Marcus Jones,55717,CB,NE,14,186,7.8,4.7,19,1,94.3,24,40,3,265,127,1.42
Kyle Hamilton,102684,S,BLT,17,179,7.8,5.6,3,1,85.5,23,32,1,201,108,1.12
Eric Kendricks,9478,LB,DAL,14,31,7.8,7.8,9,1,79.2,4,4,0,66,44,2.13
Geno Stone,55967,S,CIN,12,23,7.7,7.7,7,0,100.0,3,3,0,24,11,1.04
Antoine Winfield Jr.,42475,S,TB,9,23,7.7,5.8,30,0,92.7,3,4,0,27,28,1.17
Amani Hooker,51378,S,TEN,14,54,7.7,4.9,31,0,120.6,7,11,1,93,56,1.72
Jordan Poyer,8000,S,MIA,16,53,7.6,5.9,17,0,137.0,7,9,1,72,49,1.36
Divine Deablo,42208,LB,LV,14,38,7.6,6.3,23,0,108.3,5,6,0,60,22,1.58
Foyesade Oluokun,24904,LB,JAX,13,76,7.6,6.9,15,1,110.2,10,11,1,135,89,1.78
Derwin James Jr.,51368,S,LAC,16,206,7.6,6.2,27,0,123.9,27,33,2,293,159,1.42
Terrion Arnold,146603,CB,DET,16,53,7.6,4.4,11,0,96.9,7,12,0,133,22,2.51
Amik Robertson,55619,CB,DET,17,287,7.6,4.6,11,0,95.0,38,62,2,462,196,1.61
Chau Smith-Wade,131956,CB,CAR,9,142,7.5,5.3,5,1,68.4,19,27,0,150,115,1.06
Cobie Durant,79126,CB,LA,9,90,7.5,5.6,26,1,106.8,12,16,1,182,74,2.02
Will Harris,51336,S,NO,13,82,7.5,5.1,20,0,111.2,11,16,1,119,53,1.45
Jabrill Peppers,11780,S,NE,6,30,7.5,7.5,19,0,100.0,4,4,0,32,31,1.07
David Long Jr.,29367,LB,DET,7,15,7.5,7.5,11,0,104.2,2,2,0,18,13,1.2
Lavonte David,7060,LB,TB,16,75,7.5,6.3,30,0,133.3,10,12,2,78,41,1.04
Josh Wallace,97676,CB,LA,7,59,7.4,4.9,26,0,104.5,8,12,1,55,45,0.93
Taron Johnson,49511,CB,BUF,12,288,7.4,5.3,4,2,93.7,39,54,2,447,245,1.55
Andru Phillips,124075,CB,NYG,14,274,7.4,6.1,21,1,95.6,37,45,1,333,276,1.22
Isaiah Bolden,76626,CB,NE,5,29,7.3,4.1,19,0,65.8,4,7,0,27,27,0.93
Fred Warner,51222,LB,SF,15,66,7.3,6.0,28,0,123.5,9,11,1,70,44,1.06
Kamren Curl,55800,S,LA,15,51,7.3,3.6,26,0,83.0,7,14,1,52,36,1.02
Isaiah Oliver,50393,S,NYJ,17,205,7.3,5.9,22,0,118.7,28,35,1,357,228,1.74
Ja'Marcus Ingram,55738,CB,BUF,10,101,7.2,5.1,4,2,67.1,14,20,1,142,81,1.41
Roger McCreary,83176,CB,TEN,15,315,7.2,5.7,31,0,97.5,44,55,1,327,262,1.04
Harrison Smith,7641,S,MIN,14,57,7.1,4.4,18,0,73.6,8,13,0,63,38,1.11
Jonathan Jones,11217,CB,NE,15,113,7.1,5.1,19,0,141.1,16,22,2,254,131,2.25
Montaric Brown,55797,CB,JAX,8,14,7.0,7.0,15,0,114.6,2,2,0,23,7,1.64
Isaiah Simmons,42451,LB,NYG,11,49,7.0,4.5,21,0,113.8,7,11,1,75,52,1.53
Michael Davis,12040,CB,WAS,3,7,7.0,7.0,32,0,118.8,1,1,0,14,1,2.0
Raekwon McMillan,11809,LB,TEN,5,7,7.0,7.0,31,0,112.5,1,1,0,11,4,1.57
Tavierre Thomas,66931,S,TB,3,14,7.0,7.0,30,0,118.8,2,2,0,30,11,2.14
Kamu Grugier-Hill,10842,LB,MIN,5,7,7.0,7.0,18,0,83.3,1,1,0,4,7,0.57
Talanoa Hufanga,83903,S,SF,5,7,7.0,7.0,28,0,87.5,1,1,0,5,9,0.71
Mike Brown,56054,S,TEN,7,14,7.0,4.7,31,0,97.9,2,3,0,29,3,2.07
Cole Bishop,146454,S,BUF,8,21,7.0,4.2,4,0,125.0,3,5,1,40,21,1.9
DaRon Bland,56158,CB,DAL,6,14,7.0,7.0,9,0,158.3,2,2,1,27,0,1.93
L'Jarius Sneed,40588,CB,TEN,3,7,7.0,3.5,31,0,95.8,1,2,0,26,8,3.71
Lorenzo Carter,50126,ED,ATL,5,7,7.0,7.0,2,0,112.5,1,1,0,11,8,1.57
Oren Burks,50203,LB,PHI,5,14,7.0,7.0,24,0,97.9,2,2,0,15,8,1.07
Ernest Jones,81399,LB,SEA,15,62,6.9,5.6,29,0,86.7,9,11,0,53,52,0.85
Alex Anzalone,11831,LB,DET,10,69,6.9,4.9,11,0,85.7,10,14,0,81,57,1.17
