player,player_id,position,team_name,player_game_count,batted_passes,declined_penalties,franchise_id,grades_pass_rush_defense,hits,hurries,pass_rush_opp,pass_rush_percent,pass_rush_win_rate,pass_rush_wins,penalties,prp,sacks,snap_counts_pass_play,snap_counts_pass_rush,total_pressures,true_pass_set_batted_passes,true_pass_set_grades_pass_rush_defense,true_pass_set_hits,true_pass_set_hurries,true_pass_set_pass_rush_opp,true_pass_set_pass_rush_percent,true_pass_set_pass_rush_win_rate,true_pass_set_pass_rush_wins,true_pass_set_prp,true_pass_set_sacks,true_pass_set_snap_counts_pass_play,true_pass_set_snap_counts_pass_rush,true_pass_set_total_pressures
Carl Lawson,11871,ED,DAL,15,0,3,9,64.8,6,15,277,95.7,9.4,26,5,6.0,6,305,292,27,0,71.7,4,14,160,96.0,13.8,22,9.4,6,175,168,24
Jalen Reeves-Maybin,11879,LB,DET,10,0,0,11,48.4,0,3,22,18.6,9.1,2,1,6.8,0,129,24,3,0,50.7,0,3,16,25.0,12.5,2,9.4,0,64,16,3
Deatrich Wise Jr.,11886,ED,NE,15,1,0,19,63.6,3,12,250,100.0,11.6,29,3,5.0,5,269,269,20,1,64.0,2,8,121,100.0,12.4,15,7.4,4,131,131,14
Carlos Watkins,11897,DI,DAL,16,0,0,9,50.9,0,2,110,100.0,4.5,5,0,0.9,0,118,118,2,0,52.6,0,2,43,100.0,7.0,3,2.3,0,46,46,2
Grover Stewart,11899,DI,IND,17,3,1,14,63.4,2,9,316,99.7,5.4,17,3,3.0,4,336,335,15,3,74.0,1,7,106,100.0,10.4,11,5.7,2,114,114,10
Desmond King II,11906,CB,BLT,2,0,0,3,60.0,0,1,1,5.9,0.0,0,1,50.0,0,17,1,1,0,,0,0,0,0.0,,0,,0,6,0,0
Anthony Walker Jr.,11916,LB,MIA,11,1,0,17,44.2,0,5,32,10.9,0.0,0,0,10.9,1,329,36,6,1,53.8,0,2,15,13.2,0.0,0,13.3,1,129,17,3
Matt Milano,11918,LB,BUF,4,0,0,4,75.5,2,0,7,9.7,28.6,2,0,14.3,0,93,9,2,0,74.2,1,0,5,15.4,40.0,2,10.0,0,39,6,1
Davon Godchaux,11934,DI,NE,17,1,0,19,55.8,1,5,283,100.0,5.7,16,0,1.1,0,299,299,6,0,63.4,0,3,75,100.0,10.7,8,2.0,0,80,80,3
Chuck Clark,11941,S,NYJ,12,0,1,22,60.0,0,0,10,2.5,0.0,0,4,10.0,1,399,10,1,0,53.6,0,0,5,2.9,0.0,0,0.0,0,172,5,0
Xavier Woods,11946,S,CAR,17,0,0,5,53.5,0,0,3,0.6,0.0,0,4,0.0,0,640,4,0,0,53.6,0,0,3,1.1,0.0,0,0.0,0,280,3,0
Al-Quadin Muhammad,11951,ED,DET,9,0,0,11,61.9,2,19,152,95.6,13.8,21,2,8.9,3,181,173,24,0,62.2,2,13,87,95.3,16.1,14,12.1,3,107,102,18
D.J. Jones,11953,DI,DEN,17,3,0,10,71.2,1,15,232,98.5,7.3,17,1,3.9,1,259,255,17,1,67.5,1,5,71,97.5,8.5,6,5.6,1,79,77,7
Jeremiah Ledbetter,11960,DI,JAX,15,0,0,15,49.5,2,4,198,99.1,2.5,5,0,2.5,2,218,216,8,0,57.1,2,2,74,98.7,5.4,4,5.4,2,79,78,6
Patrick O'Connor,12005,DI,DET,12,0,0,11,55.3,0,9,124,99.3,6.5,8,3,4.4,1,135,134,10,0,53.9,0,7,48,100.0,12.5,6,7.3,0,55,55,7
Josh Tupou,12093,DI,BLT,3,0,0,3,50.6,0,0,31,100.0,0.0,0,0,3.2,1,33,33,1,0,53.4,0,0,11,100.0,0.0,0,9.1,1,11,11,1
Alex Barrett,12183,ED,SF,3,0,0,28,51.1,0,0,14,100.0,0.0,0,0,0.0,0,15,15,0,0,54.5,0,0,4,100.0,0.0,0,0.0,0,4,4,0
Adam Butler,12214,DI,LV,17,0,1,23,60.1,5,20,486,94.4,7.0,34,3,3.8,6,551,520,31,0,62.9,3,16,240,96.3,10.4,25,6.5,6,267,257,25
Arthur Maulet,12224,CB,BLT,3,0,0,3,51.5,0,0,5,9.4,0.0,0,0,0.0,0,53,5,0,0,59.5,0,0,1,3.7,0.0,0,0.0,0,27,1,0
Dare Ogunbowale,12329,HB,HST,1,0,0,13,60.0,0,0,1,100.0,0.0,0,2,0.0,0,1,1,0,0,,0,0,0,,,0,,0,0,0,0
Sione Takitaki,12666,LB,NE,11,0,0,19,55.9,0,0,15,18.3,6.7,1,0,0.0,0,82,15,0,0,51.9,0,0,5,26.3,0.0,0,0.0,0,19,5,0
Sam Eguavoen,15301,LB,NYJ,4,0,0,22,53.5,0,0,3,18.2,0.0,0,0,0.0,0,22,4,0,0,59.1,0,0,1,33.3,0.0,0,0.0,0,3,1,0
Sam Kamara,24176,DI,CLV,11,0,0,8,60.6,0,9,131,100.0,9.9,13,0,3.4,0,139,139,9,0,66.4,0,7,48,100.0,16.7,8,7.3,0,51,51,7
Nathan Shepherd,24614,DI,NO,16,0,1,20,66.9,4,11,286,99.0,9.8,28,3,3.3,2,314,311,17,0,69.6,3,3,113,100.0,15.9,18,3.5,1,122,122,7
Foyesade Oluokun,24904,LB,JAX,13,1,1,15,74.1,0,4,22,4.9,9.1,2,4,13.6,1,471,23,5,1,60.6,0,2,12,6.2,0.0,0,8.3,0,211,13,2
Levi Wallace,25445,CB,DEN,13,0,1,10,58.5,0,0,1,0.4,0.0,0,1,0.0,0,238,1,0,0,58.5,0,0,1,0.9,0.0,0,0.0,0,113,1,0
Anfernee Jennings,25449,ED,NE,16,0,0,19,59.2,6,22,327,81.7,8.9,29,2,5.2,3,426,348,31,0,59.7,3,14,141,87.9,13.5,19,6.0,0,174,153,17
Sean Murphy-Bunting,25891,CB,ARZ,15,0,2,1,59.0,0,0,1,0.2,0.0,0,9,0.0,0,419,1,0,0,59.0,0,0,1,0.6,0.0,0,0.0,0,176,1,0
Clelin Ferrell,25955,ED,WAS,14,0,2,32,60.1,4,9,166,94.8,7.2,12,4,5.7,3,191,181,16,0,60.1,2,8,64,93.4,12.5,8,9.4,1,76,71,11
Dexter Lawrence,25991,DI,NYG,12,0,0,21,81.4,5,21,313,99.4,12.5,39,1,7.3,10,334,332,36,0,84.3,2,15,135,100.0,19.3,26,12.2,8,144,144,25
KhaDarel Hodge,26104,WR,ATL,1,0,0,2,60.0,0,0,1,100.0,0.0,0,1,0.0,0,1,1,0,0,,0,0,0,,,0,,0,0,0,0
Maxx Crosby,26316,ED,LV,12,5,2,23,70.1,12,34,432,98.1,12.7,55,6,7.2,8,471,462,54,0,67.3,7,24,202,100.0,14.9,30,10.1,5,214,214,36
Jeremiah Moon,26453,ED,PIT,8,0,0,25,46.6,0,2,62,94.1,1.6,1,0,1.6,0,68,64,2,0,48.6,0,2,30,96.9,3.3,1,3.3,0,32,31,2
D.J. Reed,26940,CB,NYJ,14,0,2,22,71.8,0,0,5,1.0,0.0,0,11,20.0,1,506,5,1,0,84.2,0,0,1,0.5,0.0,0,100.0,1,218,1,1
Bryce Huff,27128,ED,PHI,12,0,0,24,68.3,1,17,171,94.7,14.0,24,0,6.4,2,190,180,20,0,78.5,0,15,83,95.8,24.1,20,11.4,2,95,91,17
Siran Neal,27130,CB,MIA,8,0,0,17,56.9,0,0,2,5.7,0.0,0,1,0.0,0,35,2,0,0,59.1,0,0,1,5.6,0.0,0,0.0,0,18,1,0
Montez Sweat,27271,ED,CHI,16,2,1,6,67.6,6,37,341,97.3,14.7,50,5,8.1,6,369,359,49,0,67.2,5,25,180,96.9,18.9,34,9.4,2,196,190,32
Devin Bush,27375,LB,CLV,16,0,0,8,77.5,2,7,28,12.9,17.9,5,0,19.6,1,224,29,10,0,81.6,2,4,9,13.6,22.2,2,44.4,1,66,9,7
Michael Dwumfour,27376,DI,CLV,1,0,0,8,60.0,0,0,1,100.0,0.0,0,0,0.0,0,1,1,0,0,,0,0,0,,,0,,0,0,0,0
Joshua Uche,27379,ED,KC,13,0,1,16,68.7,2,10,121,74.7,14.9,18,3,6.6,2,182,136,14,0,72.1,2,8,68,77.8,17.6,12,10.3,2,99,77,12
Armon Watts,27844,DI,NYG,5,0,0,21,71.5,0,5,43,97.9,20.9,9,0,5.8,0,47,46,5,0,78.3,0,3,16,100.0,37.5,6,9.4,0,18,18,3
Joe Gaziano,27949,ED,JAX,3,0,0,15,42.5,0,1,16,100.0,0.0,0,0,3.1,0,17,17,1,0,52.4,0,0,6,100.0,0.0,0,0.0,0,6,6,0
DaVon Hamilton,28072,DI,JAX,17,0,0,15,50.6,2,14,326,99.4,3.4,11,0,2.5,0,351,349,16,0,51.0,1,8,104,100.0,3.8,4,4.3,0,113,113,9
Dre'Mont Jones,28075,ED,SEA,17,1,0,29,66.0,11,31,350,96.9,12.9,45,3,6.9,3,386,374,45,0,65.0,3,21,151,97.6,14.6,22,9.3,2,168,164,26
Malik Harrison,28081,LB,BLT,15,0,0,3,61.5,2,3,40,23.3,12.5,5,0,8.8,1,193,45,6,0,57.6,0,2,16,26.2,12.5,2,6.3,0,65,17,2
Jerome Baker,28091,LB,TEN,10,0,1,31,54.9,1,6,40,12.4,2.5,1,3,13.8,2,330,41,9,0,46.8,1,5,17,12.0,5.9,1,17.6,0,150,18,6
Neville Gallimore,28094,DI,LA,14,0,0,26,51.5,1,5,107,100.0,4.7,5,0,2.8,0,118,118,6,0,64.6,0,4,31,100.0,16.1,5,6.5,0,32,32,4
Troy Dye,28251,LB,LAC,14,0,0,27,57.9,0,1,16,8.6,12.5,2,0,15.6,2,186,16,3,0,58.2,0,1,4,4.9,25.0,1,37.5,1,81,4,2
Brenden Schooler,28253,S,NE,7,0,0,19,82.3,1,1,8,21.4,0.0,0,0,37.5,2,42,9,4,0,71.9,0,0,5,24.0,0.0,0,40.0,2,25,6,2
Kevin Givens,28308,DI,SF,7,0,0,28,68.2,2,5,103,100.0,7.8,8,1,7.3,4,108,108,11,0,61.4,1,1,42,100.0,9.5,4,7.1,2,44,44,4
Myles Adams,28430,DI,DET,7,0,0,11,60.1,0,3,43,97.9,7.0,3,0,5.8,1,48,47,4,0,69.7,0,1,16,100.0,18.8,3,9.4,1,19,19,2
Bilal Nichols,28451,DI,ARZ,6,0,0,1,54.1,1,3,82,100.0,6.1,5,1,2.4,0,85,85,4,0,63.0,0,3,30,100.0,13.3,4,5.0,0,30,30,3
DeShon Elliott,28854,S,PIT,15,1,1,25,63.7,1,2,24,5.4,8.3,2,2,6.3,0,518,28,3,0,59.2,1,1,9,4.4,11.1,1,11.1,0,248,11,2
Jack Jones,29050,CB,LV,17,0,3,23,80.2,0,0,3,0.6,0.0,0,7,0.0,0,651,4,0,0,87.1,0,0,1,0.7,0.0,0,0.0,0,305,2,0
David Long Jr.,29367,LB,DET,10,0,0,11,60.6,0,6,29,15.5,6.9,2,0,10.3,0,200,31,6,0,75.4,0,5,16,20.0,12.5,2,15.6,0,90,18,5
Germaine Pratt,29407,LB,CIN,17,1,1,7,54.5,5,5,57,10.2,1.8,1,2,8.8,0,644,66,10,0,54.8,3,4,26,12.7,3.8,1,13.5,0,259,33,7
Chris Board,29456,LB,BLT,8,0,0,3,66.3,0,0,8,7.8,0.0,0,0,12.5,1,115,9,1,0,51.1,0,0,5,8.3,0.0,0,0.0,0,60,5,0
Logan Wilson,29623,LB,CIN,11,0,0,7,55.8,4,8,69,16.8,4.3,3,0,8.7,0,446,75,12,0,56.4,3,6,48,28.6,4.2,2,9.4,0,185,53,9
Ty Summers,30242,LB,NYG,3,0,0,21,53.1,0,0,4,7.4,0.0,0,0,0.0,0,54,4,0,0,58.7,0,0,1,6.3,0.0,0,0.0,0,16,1,0
Andrew Van Ginkel,30267,ED,MIN,17,3,2,18,64.2,9,28,389,67.0,10.5,41,2,7.8,12,618,414,49,1,64.0,5,20,206,73.6,11.7,24,11.4,11,303,223,36
T.J. Edwards,30737,LB,CHI,17,1,0,6,67.5,2,9,67,11.9,9.0,6,0,14.2,4,587,70,15,1,70.1,1,8,33,12.1,15.2,5,19.7,2,280,34,11
Khalen Saunders,31534,DI,NO,13,1,0,20,60.6,3,9,213,97.9,5.2,11,1,3.8,2,233,228,14,0,59.2,2,6,84,100.0,7.1,6,6.0,1,88,88,9
Abdullah Anderson,32708,DI,TEN,4,0,0,31,56.4,0,0,17,100.0,5.9,1,0,0.0,0,20,20,0,0,55.7,0,0,3,100.0,0.0,0,0.0,0,4,4,0
Dane Jackson,32989,CB,CAR,9,0,0,5,40.8,0,1,11,5.7,0.0,0,1,4.5,0,192,11,1,0,40.5,0,1,4,3.6,0.0,0,12.5,0,111,4,1
Cam Gill,33560,ED,CAR,10,0,0,5,51.2,4,2,83,82.7,4.8,4,0,3.6,0,104,86,6,0,56.4,4,1,34,85.4,8.8,3,7.4,0,41,35,5
Eric Johnson,33698,DI,NE,11,0,0,19,58.3,1,3,67,100.0,6.0,4,0,3.0,0,69,69,4,0,49.4,0,0,25,100.0,0.0,0,0.0,0,26,26,0
Mike Hughes,34057,CB,ATL,15,0,0,2,52.4,0,1,4,0.9,0.0,0,1,12.5,0,455,4,1,0,,0,0,0,0.0,,0,,0,163,0,0
Kendall Sheffield,34105,CB,NYJ,3,0,0,22,59.5,0,0,1,1.6,0.0,0,0,0.0,0,63,1,0,0,59.5,0,0,1,2.4,0.0,0,0.0,0,41,1,0
Darnell Savage,34247,S,JAX,13,0,0,15,51.8,0,0,5,1.1,0.0,0,1,0.0,0,457,5,0,0,58.4,0,0,1,0.5,0.0,0,0.0,0,210,1,0
Zayne Anderson,34622,S,GB,5,0,0,12,59.2,0,0,1,1.3,0.0,0,0,0.0,0,76,1,0,0,,0,0,0,0.0,,0,,0,35,0,0
Zack Baun,34632,LB,PHI,16,0,0,24,66.2,2,10,82,14.9,11.0,9,2,12.2,4,605,90,16,0,77.1,2,2,31,13.4,22.6,7,16.1,3,269,36,7
Johnathan Abram,34646,S,NO,3,0,0,20,40.4,0,2,4,6.2,0.0,0,1,25.0,0,65,4,2,0,40.4,0,2,4,13.3,0.0,0,25.0,0,30,4,2
Akeem Davis-Gaither,34788,LB,CIN,17,1,1,7,63.5,1,7,44,14.7,11.4,5,3,9.1,0,340,50,8,1,73.1,1,2,19,15.5,15.8,3,7.9,0,148,23,3
Jamel Dean,34918,CB,TB,12,0,2,30,55.8,0,0,2,0.4,0.0,0,3,0.0,0,489,2,0,0,,0,0,0,0.0,,0,,0,236,0,0
Trevis Gipson,35241,ED,SEA,5,0,0,29,53.5,0,1,21,83.3,0.0,0,1,2.4,0,30,25,1,0,60.9,0,0,4,66.7,0.0,0,0.0,0,9,6,0
Blake Cashman,35413,LB,MIN,14,2,0,18,70.3,6,17,157,27.5,8.9,14,1,10.5,5,611,168,28,1,67.9,4,10,85,32.0,9.4,8,14.1,5,294,94,19
Darrell Taylor,36001,ED,CHI,16,2,0,6,70.5,7,21,218,93.8,11.0,24,3,7.8,3,240,225,31,0,70.8,4,13,122,94.8,13.1,16,9.4,3,134,127,20
T.J. Smith,36851,DI,CAR,3,0,0,5,55.2,0,2,30,100.0,3.3,1,0,3.3,0,33,33,2,0,52.4,0,2,21,100.0,4.8,1,4.8,0,22,22,2
Shy Tuttle,37279,DI,CAR,15,2,0,5,51.4,1,3,219,100.0,1.4,3,1,0.9,0,238,238,4,2,56.4,1,0,56,100.0,3.6,2,0.9,0,64,64,1
Quinton Bell,37468,ED,MIA,16,0,0,17,65.9,0,4,80,65.4,5.0,4,1,3.8,1,127,83,5,0,86.5,0,2,26,74.3,7.7,2,7.7,1,35,26,3
Troy Reeder,38268,LB,LA,6,0,0,26,50.2,0,2,18,10.1,5.6,1,0,5.6,0,189,19,2,0,47.1,0,1,10,14.7,0.0,0,5.0,0,75,11,1
Camryn Bynum,38408,S,MIN,17,0,0,18,50.7,0,0,8,1.1,0.0,0,0,0.0,0,713,8,0,0,58.3,0,0,1,0.3,0.0,0,0.0,0,334,1,0
Cameron Goode,38410,ED,MIA,2,0,0,17,52.2,0,1,9,81.8,0.0,0,0,5.6,0,11,9,1,0,56.3,0,0,2,100.0,0.0,0,0.0,0,2,2,0
Casey Toohill,38472,ED,BUF,14,1,0,4,53.0,0,5,109,99.2,3.7,4,0,3.2,1,119,118,6,0,55.4,0,5,43,100.0,4.7,2,8.1,1,49,49,6
Matthew Adams,38526,LB,NYG,1,0,0,21,39.4,0,1,1,100.0,0.0,0,0,50.0,0,1,1,1,0,39.4,0,1,1,100.0,0.0,0,50.0,0,1,1,1
Folorunso Fatukasi,38558,DI,HST,11,0,0,13,57.5,2,7,141,100.0,5.0,7,4,3.9,1,147,147,10,0,58.5,1,1,35,100.0,5.7,2,5.7,1,38,38,3
Maurice Hurst,38563,DI,CLV,8,0,0,8,53.7,0,0,68,97.3,4.4,3,1,1.5,1,73,71,1,0,60.9,0,0,26,96.6,11.5,3,3.8,1,29,28,1
Eric Wilson,38587,LB,GB,17,0,0,12,71.0,2,5,29,10.3,13.8,4,0,19.0,2,311,32,9,0,74.0,2,2,15,12.6,26.7,4,20.0,1,127,16,5
Joe Giles-Harris,39382,LB,JAX,2,0,0,15,60.0,1,0,1,11.1,0.0,0,0,50.0,0,9,1,1,0,60.0,1,0,1,25.0,0.0,0,50.0,0,4,1,1
Tershawn Wharton,40292,DI,KC,17,1,0,16,68.3,4,22,423,97.0,10.4,44,1,4.7,7,469,455,33,1,76.1,3,17,205,97.4,15.6,32,8.3,7,227,221,27
Chazz Surratt,40313,LB,NYJ,12,0,0,22,64.9,1,1,11,21.0,18.2,2,0,9.1,0,62,13,2,0,67.5,0,1,2,16.7,100.0,2,25.0,0,18,3,1
L'Jarius Sneed,40588,CB,TEN,5,0,0,31,42.4,0,1,1,0.6,0.0,0,4,50.0,0,169,1,1,0,,0,0,0,0.0,,0,,0,59,0,0
Ko Kieft,41372,TE,TB,1,0,0,30,60.0,0,0,1,100.0,0.0,0,1,0.0,0,1,1,0,0,,0,0,0,,,0,,0,0,0,0
Alohi Gilman,41662,S,LAC,11,0,0,27,61.7,0,0,2,0.5,0.0,0,3,50.0,1,437,2,1,0,,0,0,0,0.0,,0,,0,206,0,0
Ed Oliver,42200,DI,BUF,14,0,0,4,79.0,10,26,374,99.2,12.8,48,0,5.6,3,399,396,39,0,82.5,5,19,172,100.0,16.9,29,8.7,3,184,184,27
Divine Deablo,42208,LB,LV,14,0,1,23,66.6,4,5,52,15.0,11.5,6,1,10.6,1,380,57,10,0,63.7,1,2,16,9.5,12.5,2,9.4,0,168,16,3
Charlie Woerner,42257,TE,ATL,1,0,0,2,60.0,0,0,1,100.0,0.0,0,1,0.0,0,1,1,0,0,,0,0,0,,,0,,0,0,0,0
Janarius Robinson,42447,ED,LV,10,1,0,23,52.3,1,3,67,95.9,4.5,3,2,4.5,1,73,70,5,0,52.4,1,1,41,93.3,7.3,3,4.9,1,45,42,3
Amen Ogbongbemiga,42449,LB,CHI,4,0,0,6,75.4,0,0,1,7.7,100.0,1,0,100.0,1,13,1,1,0,75.4,0,0,1,10.0,100.0,1,100.0,1,10,1,1
Isaiah Simmons,42451,LB,NYG,12,0,0,21,52.9,1,3,22,15.3,9.1,2,0,9.1,0,144,22,4,0,36.8,0,1,12,13.6,0.0,0,4.2,0,88,12,1
K'Von Wallace,42467,S,SEA,9,0,0,29,60.0,0,0,1,1.8,0.0,0,0,0.0,0,55,1,0,0,,0,0,0,0.0,,0,,0,20,0,0
Antoine Winfield Jr.,42475,S,TB,9,1,0,30,79.5,2,5,32,10.1,15.6,5,3,17.2,2,338,34,9,0,84.4,1,1,17,11.0,29.4,5,17.6,2,154,17,4
Tomon Fox,42486,ED,NYG,10,0,0,21,60.6,2,0,84,87.6,8.3,7,0,2.4,1,97,85,3,0,63.4,1,0,24,96.0,16.7,4,2.1,0,25,24,1
Rashad Weaver,42495,ED,HST,2,0,0,13,66.9,0,0,5,100.0,20.0,1,0,0.0,0,5,5,0,0,67.4,0,0,3,100.0,33.3,1,0.0,0,3,3,0
Keir Thomas,42509,ED,LA,1,0,0,26,58.0,0,1,15,83.3,6.7,1,1,3.3,0,18,15,1,0,69.1,0,1,2,100.0,50.0,1,25.0,0,2,2,1
Daniel Thomas,42544,S,JAX,4,0,0,15,58.4,0,0,1,3.4,0.0,0,1,0.0,0,29,1,0,0,58.4,0,0,1,4.3,0.0,0,0.0,0,23,1,0
Krys Barnes,42548,LB,ARZ,17,0,0,1,63.1,0,1,17,13.7,5.9,1,1,14.7,2,131,18,3,0,62.6,0,0,10,14.3,0.0,0,10.0,1,77,11,1
Nazeeh Johnson,42553,CB,KC,15,0,1,16,65.8,0,2,7,2.1,0.0,0,2,28.6,1,336,7,3,0,74.7,0,0,2,1.3,0.0,0,50.0,1,159,2,1
Justin Strnad,42659,LB,DEN,14,2,1,10,68.1,1,8,69,14.8,7.2,5,4,10.9,3,472,70,12,0,65.4,0,5,29,14.7,10.3,3,19.0,3,197,29,8
Chauncey Golston,42718,ED,DAL,17,3,0,9,60.7,2,28,434,99.1,8.8,38,0,5.1,7,469,465,37,2,60.6,2,17,191,99.0,9.9,19,7.1,4,205,203,23
Nick Bosa,42741,ED,SF,14,0,1,28,89.3,15,44,401,98.6,20.0,80,5,9.9,10,426,420,69,0,91.6,12,32,191,99.5,30.4,58,16.2,9,203,202,53
Osa Odighizuwa,42754,DI,DAL,17,0,0,9,78.5,14,39,489,100.0,15.1,74,2,6.9,7,523,523,60,0,87.6,7,29,225,100.0,22.7,51,10.7,6,238,238,42
Kristian Fulton,42894,CB,LAC,15,0,4,27,60.0,0,0,1,0.2,0.0,0,9,0.0,0,460,1,0,0,60.0,0,0,1,0.5,0.0,0,0.0,0,207,1,0
Rashan Gary,42905,ED,GB,17,1,0,12,66.3,7,32,394,99.5,12.7,50,1,7.0,8,418,416,47,0,69.0,4,21,194,99.5,17.0,33,10.1,7,205,204,32
Khalid Kareem,42993,ED,ATL,2,0,0,2,72.3,0,3,11,78.6,18.2,2,0,13.6,0,14,11,3,0,66.6,0,1,3,75.0,0.0,0,16.7,0,4,3,1
Jonathon Cooper,43021,ED,DEN,17,1,0,10,68.0,9,39,432,86.2,13.0,56,2,8.6,13,544,469,61,0,76.5,5,31,189,88.9,20.6,39,14.8,10,234,208,46
Brandon Jones,43049,S,DEN,16,0,0,10,67.7,0,5,16,2.7,12.5,2,2,15.6,0,657,18,5,0,58.3,0,1,6,2.4,16.7,1,8.3,0,292,7,1
Devin White,43089,LB,HST,7,0,0,13,37.7,0,4,14,12.7,0.0,0,0,14.3,0,110,14,4,0,46.6,0,1,6,10.5,0.0,0,8.3,0,57,6,1
Jeremy Chinn,43179,S,WAS,17,0,0,32,58.9,1,3,29,5.3,6.9,2,2,13.8,2,581,31,6,0,67.3,1,2,12,4.7,16.7,2,29.2,2,279,13,5
Mack Wilson Sr.,43190,LB,ARZ,16,3,0,1,61.4,4,9,150,36.9,5.3,8,1,6.3,3,431,159,16,0,58.0,3,5,76,44.8,5.3,4,7.9,2,174,78,10
Richie Grant,43196,S,ATL,11,0,0,2,56.9,0,1,8,6.3,12.5,1,1,6.3,0,128,8,1,0,61.6,0,1,5,8.6,20.0,1,10.0,0,58,5,1
Joe Bachie,43250,LB,CIN,8,0,0,7,54.2,0,1,4,17.4,0.0,0,0,12.5,0,23,4,1,0,55.4,0,0,2,25.0,0.0,0,0.0,0,8,2,0
Damar Hamlin,43291,S,BUF,14,0,1,4,56.4,0,1,8,1.7,0.0,0,3,6.3,0,520,9,1,0,62.6,0,0,3,1.9,0.0,0,0.0,0,212,4,0
Myles Bryant,43336,CB,HST,5,0,0,13,64.5,0,1,7,15.6,28.6,2,0,7.1,0,45,7,1,0,57.0,0,1,3,12.0,33.3,1,16.7,0,25,3,1
Josh Metellus,43395,S,MIN,17,1,0,18,70.9,6,12,91,13.8,14.3,13,1,9.9,0,686,95,18,0,52.8,1,7,42,13.6,14.3,6,9.5,0,330,45,8
Alex Highsmith,43507,ED,PIT,11,1,0,25,89.4,9,33,277,90.6,17.7,49,7,9.7,6,331,300,48,0,80.9,5,22,148,91.5,22.3,33,11.8,4,177,162,31
Darrell Baker Jr.,43542,CB,TEN,14,0,0,31,60.0,0,0,1,0.3,0.0,0,1,0.0,0,366,1,0,0,,0,0,0,0.0,,0,,0,164,0,0
Ben Stille,43555,DI,ARZ,5,1,0,1,56.8,0,4,75,100.0,4.0,3,0,4.0,1,80,80,5,0,57.7,0,4,42,100.0,7.1,3,4.8,0,43,43,4
Jake Hansen,43645,LB,HST,6,0,0,13,64.2,0,1,9,12.5,11.1,1,0,16.7,1,80,10,2,0,51.1,0,0,4,16.7,0.0,0,0.0,0,30,5,0
Levi Onwuzurike,43679,DI,DET,16,0,0,11,67.1,13,29,384,98.6,12.5,48,1,6.3,3,424,418,45,0,70.4,8,22,186,97.1,16.7,31,9.7,3,209,203,33
Jeffery Simmons,43742,DI,TEN,16,3,0,31,81.6,6,34,425,97.0,12.7,54,5,5.9,5,464,450,45,2,90.4,6,24,187,97.1,19.3,36,10.2,4,207,201,34
Elerson Smith,43766,ED,CLV,1,0,0,8,56.0,0,0,4,100.0,0.0,0,0,0.0,0,4,4,0,0,,0,0,0,,,0,,0,0,0,0
Derrick Brown,43883,DI,CAR,1,0,0,5,51.4,0,0,22,96.0,0.0,0,0,0.0,0,25,24,0,0,52.6,0,0,6,100.0,0.0,0,0.0,0,8,8,0
Pat Jones II,43974,ED,MIN,15,0,0,18,50.7,4,13,297,90.8,6.7,20,0,5.2,7,347,315,24,0,58.7,4,10,158,94.0,11.4,18,8.2,6,182,171,20
Byron Murphy Jr.,44027,CB,MIN,17,0,1,18,50.6,0,0,5,0.7,0.0,0,4,0.0,0,707,5,0,0,52.5,0,0,3,0.9,0.0,0,0.0,0,336,3,0
Benito Jones,44035,DI,MIA,17,0,0,17,63.0,3,13,226,96.8,6.6,15,1,3.5,0,248,240,16,0,67.1,3,6,55,96.9,14.5,8,8.2,0,64,62,9
Adetokunbo Ogundeji,44047,ED,PIT,3,0,0,25,59.2,0,2,16,85.0,12.5,2,0,6.3,0,20,17,2,0,62.0,0,2,12,85.7,16.7,2,8.3,0,14,12,2
